goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1969-70,1,5,0,0,0,0,0,0,Verdun Maple Leafs,0,0,0,12.00,17,QMJHL,0,0,1,0,0,0
0,0,0,1970-71,7,30,0,0,0,0,0,0,Verdun Maple Leafs,0,0,0,14.00,18,QMJHL,0,0,1,0,0,1
0,0,0,1971-72,28,464,0,0,0,0,0,0,Drummondville Rangers,0,0,0,3.62,19,QMJHL,0,0,8,0,4,4
0,0,0,1974-75,2,22,0,0,0,0,0,0,Oklahoma City Blazers,0,0,0,5.45,22,CHL,0,0,1,0,0,0
0,0,0,1975-76,8,82,0,0,0,0,0,0,Oklahoma City Blazers,0,0,0,5.85,23,CHL,0,0,2,0,0,2
0,0,0,1977-78,2,20,0,0,0,0,0,0,Dallas Black Hawks,0,0,0,6.00,25,CHL,0,0,1,0,0,0
0,0,0,1978-79,13,187,0,0,0,0,0,0,New Brunswick Hawks,0,0,0,4.17,26,AHL,0,0,3,0,1,2
0,0,0,1983-84,26,500,0,0,0,0,0,0,Carolina Thunderbirds,0,0,0,3.12,31,ACHL,0,0,8,0,0,0
0,0,0,1984-85,27,452,0,0,0,0,0,0,Carolina Thunderbirds,0,0,0,3.58,32,ACHL,0,0,8,0,0,0
