age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,16.7,3,8,2,NHL,10,0,1985-86,0,36,6,,3,9,,TOR,14
23,,6.5,2,3,-4,NHL,13,0,1986-87,0,31,2,,0,13,,TOR,5
24,,14.3,1,2,1,NHL,3,0,1987-88,0,7,1,,0,6,,CHI,3
25,,13.0,2,5,-2,NHL,12,0,1988-89,2,23,3,,1,10,,CHI,8
26,,11.7,6,6,2,NHL,20,0,1989-90,3,60,7,,1,33,,CHI,13
27,,5.9,1,2,3,NHL,6,0,1990-91,0,17,1,,0,15,,CHI,3
29,,13.6,8,8,-1,NHL,18,0,1992-93,1,66,9,,1,37,,NYI,17
30,,11.1,0,0,-5,NHL,4,0,1993-94,0,9,1,,1,8,,NYI,1
33,,4.0,1,1,-6,NHL,10,0,1996-97,0,25,1,,0,18,,NJD,2
34,,0.0,0,3,1,NHL,6,0,1997-98,0,12,0,,0,2,,NJD,3
35,,14.6,4,3,-1,NHL,17,0,1998-99,1,41,6,20:37,2,12,350,TOR,9
36,,18.8,6,3,8,NHL,12,0,1999-00,1,32,6,18:21,0,10,220,TOR,9
37,,22.2,2,3,4,NHL,11,0,2000-01,0,27,6,16:22,4,4,180,TOR,9
38,,12.5,1,1,-3,NHL,5,0,2001-02,0,8,1,15:45,0,0,79,CHI,2
39,,10.0,2,4,2,NHL,21,0,2002-03,3,40,4,15:13,2,8,319,MDA,8
40,,0.0,0,1,1,NHL,6,0,2003-04,0,10,0,8:18,0,2,50,DET,1
