assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1980-81,1,0,0,St. Albert Saints,16,4,0,AJHL
13,1980-81,62,19,6,Spokane Flyers,16,140,0,WHL
2,1981-82,1,2,0,St. Albert Saints,17,2,0,AJHL
33,1981-82,64,35,2,2 Teams,17,298,0,WHL
11,1981-82,26,12,1,Spokane Flyers,17,147,0,WHL
22,1981-82,38,23,1,Seattle Breakers,17,151,0,WHL
43,1982-83,69,60,17,Seattle Breakers,18,150,0,WHL
28,1983-84,19,34,6,Kamloops Jr. Oilers,19,52,0,WHL
9,1984-85,80,13,4,Maine Mariners,20,206,0,AHL
2,1985-86,21,5,3,Maine Mariners,21,75,0,AHL
0,1985-86,7,0,0,Canada,21,0,0,WEC-A
0,1988-89,8,0,0,Canada,24,4,0,WEC-A
