game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-1,17,0,11,4,1983-84,4,0,1,0,,NHL,5.9,0,19,17,[],5,1,,NJD
0,-1,1,0,1,0,1984-85,0,0,0,0,,NHL,0.0,0,20,10,[],0,0,,NJD
0,0,48,1,44,10,1985-86,9,0,0,0,,NHL,0.0,0,21,100,[],10,0,,NJD
0,-13,113,0,79,12,1986-87,9,0,2,0,,NHL,1.8,3,22,183,[],14,2,,NJD
0,-3,82,1,0,7,1987-88,6,0,5,1,,NHL,6.1,0,23,239,[],12,4,,NJD
0,-22,108,0,0,5,1988-89,4,0,5,1,,NHL,4.6,1,24,283,[],10,4,,NJD
1,15,64,3,74,15,1989-90,12,1,6,0,,NHL,9.4,0,25,219,[],21,5,,NJD
1,-10,106,0,80,16,1990-91,14,2,4,1,,NHL,3.8,2,26,249,[],20,1,,NJD
0,7,57,0,80,7,1991-92,7,0,1,0,,NHL,1.8,0,27,170,[],8,1,,NJD
0,4,71,0,84,11,1992-93,11,0,2,0,,NHL,2.8,0,28,236,[],13,2,,NJD
1,27,60,0,78,9,1993-94,9,0,1,0,,NHL,1.7,0,29,176,[],10,1,,NJD
0,4,27,0,25,2,1994-95,2,0,1,0,,NHL,3.7,0,30,54,[],3,1,,NJD
0,-10,67,0,80,4,1995-96,3,0,2,0,,NHL,3.0,1,31,115,[],6,2,,NJD
0,24,63,1,77,7,1996-97,6,0,2,0,,NHL,3.2,0,32,70,[],9,2,,NJD
0,3,18,0,37,1,1997-98,1,0,0,0,,NHL,0.0,0,33,57,[],1,0,,NJD
0,27,63,0,82,9,1998-99,9,0,2,0,20:03,NHL,3.2,0,34,63,[],11,2,1644,NJD
0,13,74,1,78,6,1999-00,5,0,0,0,18:06,NHL,0.0,0,35,98,"[{'link': '/awards/masterton.html#2000', 'name': None}]",6,0,1411,NJD
0,8,50,0,77,4,2000-01,4,0,0,0,17:17,NHL,0.0,0,36,87,[],4,0,1330,NJD
0,2,44,0,67,6,2001-02,6,0,0,0,15:31,NHL,0.0,0,37,60,[],6,0,1040,NJD
0,6,38,0,69,7,2002-03,7,0,2,0,15:37,NHL,5.3,0,38,33,[],9,2,1077,NJD
