assists,year,games_played,points,goals,team,age,pim,plus_minus,league
18,1949-50,43,33,15,St. Michael\'s Majors,17,43,0,OHA-Jr.
26,1950-51,45,51,25,St. Michael\'s Majors,18,50,0,OHA-Jr.
30,1951-52,47,51,21,St. Michael\'s Majors,19,37,0,OHA-Jr.
20,1952-53,55,47,27,St. Michael\'s Majors,20,63,0,OHA-Jr.
19,1958-59,49,27,8,Buffalo Bisons,26,17,0,AHL
28,1959-60,67,54,26,2 Teams,27,19,0,AHL
1,1959-60,5,1,0,Buffalo Bisons,27,2,0,AHL
27,1959-60,62,53,26,Cleveland Barons,27,17,0,AHL
31,1960-61,72,59,28,Cleveland Barons,28,24,0,AHL
19,1961-62,70,38,19,Rochester Americans,29,20,0,AHL
17,1962-63,72,41,24,Quebec Aces,30,22,0,AHL
25,1963-64,61,52,27,Quebec Aces,31,26,0,AHL
17,1964-65,69,42,25,Seattle Totems,32,4,0,WHL
16,1965-66,71,39,23,Seattle Totems,33,10,0,WHL
33,1966-67,62,65,32,Seattle Totems,34,8,0,WHL
33,1967-68,72,61,28,Seattle Totems,35,10,0,WHL
16,1968-69,74,25,9,Seattle Totems,36,8,0,WHL
8,1969-70,51,18,10,Denver Spurs,37,4,0,WHL
6,1970-71,16,11,5,Denver Spurs,38,4,0,WHL
