assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Abitibi Forestiers,0,1993-94,5,3,16,16,0,QAAA
0,Chicoutimi Sagueneens,2,1994-95,13,2,29,17,0,QMJHL
14,Chicoutimi Sagueneens,10,1995-96,17,24,64,18,0,QMJHL
10,Chicoutimi Sagueneens,15,1996-97,20,25,65,19,5,QMJHL
2,Rochester Americans,1,1997-98,4,3,0,20,0,AHL
4,Rochester Americans,3,1998-99,20,7,10,21,0,AHL
7,Rochester Americans,6,1999-00,21,13,49,22,0,AHL
2,Rochester Americans,3,2002-03,3,5,4,25,3,AHL
0,Binghamton Senators,0,2003-04,2,0,2,26,-4,AHL
0,Binghamton Senators,1,2004-05,5,1,4,27,-1,AHL
