shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
33.3,1999-00,0,0,29,0,3,0,1,-1,0,BUF,1,22,0,NHL,0,9:45,3,1,[],0
14.5,2000-01,22,3,450,0,55,0,6,-2,3,BUF,8,23,3,NHL,1,10:58,41,11,[],1
2.5,2001-02,28,5,671,0,80,1,2,-1,6,BUF,2,24,0,NHL,0,11:00,61,8,[],0
4.9,2002-03,17,0,317,0,41,0,2,-4,0,BUF,2,25,1,NHL,0,12:40,25,2,[],0
0.0,2003-04,0,0,31,0,6,0,0,-3,0,OTT,0,26,0,NHL,0,6:16,5,0,[],0
11.1,2005-06,0,0,37,0,9,0,1,1,0,OTT,1,28,0,NHL,0,9:10,4,1,[],0
11.9,2006-07,10,3,322,0,42,0,5,0,3,TOT,5,29,0,NHL,0,6:05,53,8,[],0
11.1,2006-07,10,3,242,0,36,0,4,4,3,OTT,4,29,0,NHL,0,5:38,43,7,[],0
33.3,2006-07,0,0,31,0,3,0,1,0,0,ATL,1,29,0,NHL,0,10:25,3,1,[],0
0.0,2006-07,0,0,49,0,3,0,0,-4,0,PHI,0,29,0,NHL,0,6:58,7,0,[],0
