year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1979-80,17,17,60,22,0,Minor-ON,32,Wexford Warriors,39
1979-80,17,2,9,12,0,ON-Jr.B,16,Wexford Warriors,14
1980-81,18,29,92,35,0,ON-Jr.A,42,Wexford Raiders,64
1981-82,19,62,0,55,0,ON-Jr.A,55,Aurora Tigers,117
1982-83,20,35,22,29,0,ECAC,28,RPI Engineers,64
1983-84,21,5,14,13,0,ECAC,12,RPI Engineers,18
1983-84,21,13,33,11,0,Nat-Tm,43,Canada,24
1984-85,22,34,44,25,0,ECAC,35,RPI Engineers,59
1985-86,23,2,19,14,0,AHL,30,Springfield Indians,16
1986-87,24,41,54,54,0,IHL,70,Indianapolis Checkers,95
1987-88,25,34,54,21,0,IHL,49,Kalamazoo Wings,55
1988-89,26,32,0,35,0,Austria,37,EC VSV Villach,67
