pim,team,assists,plus_minus,points,league,games_played,year,age,goals
18,Northeastern University,17,0,35,ECAC,31,1980-81,18,18
10,Northeastern University,17,0,36,ECAC,33,1981-82,19,19
16,Northeastern University,20,0,36,ECAC,28,1982-83,20,16
11,Northeastern University,13,0,29,ECAC,29,1983-84,21,16
20,Sherbrooke Canadiens,26,0,47,AHL,62,1984-85,22,21
22,Sherbrooke Canadiens,33,0,51,AHL,43,1985-86,23,18
28,Sherbrooke Canadiens,39,0,63,AHL,70,1986-87,24,24
68,Salt Lake Golden Eagles,45,0,82,IHL,75,1987-88,25,37
24,Salt Lake Golden Eagles,59,0,87,IHL,79,1988-89,26,28
2,Canada,0,0,0,Nat-Tm,4,1988-89,26,0
16,Salt Lake Golden Eagles,41,0,63,IHL,67,1989-90,27,22
2,Salt Lake Golden Eagles,4,0,8,IHL,18,1990-91,28,4
