giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,8,0,18,0,0,7,2,0,0,,MTL,0,0,[],14.3,1,1,-2,1,0,0,1983-84,0,,0,12,0,1
0,NHL,1,0,19,0,0,0,1,0,0,,MTL,0,0,[],0,0,1,1,0,0,0,1984-85,0,,0,7,0,1
0,NHL,10,0,20,0,0,16,3,0,0,,MTL,0,0,[],6.3,0,2,-6,1,0,0,1985-86,0,,1,22,0,2
0,NHL,76,1,21,0,0,184,53,0,7,,MTL,0,0,"[{'link': '/awards/voting-1987.html#selke', 'name': 'Selke-21'}]",14.7,22,26,0,27,0,0,1986-87,0,,5,156,0,19
0,NHL,78,3,22,0,0,241,61,0,6,,MTL,0,0,[],12.9,25,30,16,31,0,0,1987-88,0,,6,137,0,24
0,NHL,69,3,23,0,0,220,51,0,5,,MTL,0,0,[],13.2,22,22,14,29,0,0,1988-89,0,,7,136,0,17
0,NHL,39,1,24,0,0,104,18,0,6,,MTL,0,0,[],7.7,5,10,-8,8,0,0,1989-90,0,,3,106,0,4
0,NHL,78,2,25,0,0,271,47,0,1,,NJD,0,0,[],11.1,20,17,-8,30,0,0,1990-91,0,,10,105,0,16
0,NHL,74,8,26,0,0,296,68,0,9,,NJD,0,0,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1992.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-1992.html#selke', 'name': 'Selke-24'}]",13.9,27,27,9,41,0,1,1991-92,0,,13,109,1,17
0,NHL,77,3,27,0,0,311,81,0,22,,NJD,0,0,[],9.6,17,51,3,30,0,0,1992-93,0,,13,155,0,29
0,NHL,79,5,28,0,0,181,44,0,7,,NJD,0,0,[],9.9,13,26,13,18,0,0,1993-94,0,,5,86,1,18
0,NHL,45,1,29,0,0,117,19,0,0,,NJD,0,0,"[{'link': '/awards/smythe.html#1995', 'name': None}]",5.1,5,13,2,6,0,0,1994-95,0,,1,86,1,12
0,NHL,79,10,30,0,0,315,71,0,6,,COL,0,0,"[{'link': '/awards/voting-1996.html#selke', 'name': 'Selke-6'}]",12.4,28,32,14,39,0,2,1995-96,0,,9,117,1,25
0,NHL,45,4,31,0,0,168,28,0,8,,COL,0,0,[],6.5,6,17,-4,11,0,0,1996-97,0,,5,43,0,9
0,NHL,78,1,32,0,0,261,53,0,7,,COL,0,0,[],10.0,14,27,-7,26,0,1,1997-98,0,,11,115,0,20
0,NHL,82,8,33,0,0,292,51,0,14,1741,COL,0,0,[],9.2,16,24,0,27,0,0,1998-99,0,21:14,11,102,1,9
0,NHL,0,3,34,0,0,257,47,0,6,1497,TOT,0,0,[],7.8,13,27,-3,20,0,0,1999-00,0,18:02,7,90,2,19
0,NHL,13,0,34,0,0,36,9,0,1,243,COL,0,0,[],8.3,3,6,0,3,0,0,1999-00,0,18:40,0,4,0,5
0,NHL,70,3,34,0,0,221,38,0,5,1254,NJD,0,0,[],7.7,10,21,-3,17,0,0,1999-00,0,17:55,7,86,2,14
0,NHL,46,1,35,0,0,99,26,0,8,791,PHX,0,0,[],10.1,8,16,1,10,0,0,2000-01,0,17:12,2,58,0,8
0,NHL,82,3,36,0,0,174,41,0,9,1411,PHX,0,0,[],9.2,11,25,-5,16,0,1,2001-02,0,17:12,4,70,1,15
0,NHL,68,0,37,0,0,119,20,0,4,928,TOT,0,0,[],6.7,6,12,-12,8,0,1,2002-03,0,13:39,1,44,1,7
0,NHL,36,0,37,0,0,74,14,0,3,505,PHX,0,0,[],8.1,4,8,-3,6,0,1,2002-03,0,14:02,1,30,0,5
0,NHL,32,0,37,0,0,45,6,0,1,423,DAL,0,0,[],4.4,2,4,-9,2,0,0,2002-03,0,13:14,0,14,1,2
4,NHL,18,0,43,11,30,17,1,34,0,138,SJS,2,21.4,[],0.0,0,1,-5,0,3,0,2008-09,3,7:40,0,21,0,1
