goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.1,0,NHL,1,EDM,60,19,1,0,0,5,0,0,0,0,0,0,0,0,0,.857,1984-85,35,5.00,0,[],30
0.6,0,NHL,6,EDM,176,22,1,0,0,14,0,0,0,0,1,0,0,0,0,.877,1987-88,114,4.77,0,[],100
2.8,0,NHL,20,HAR,1010,25,7,97,0,53,0,1.60,1,1,7,0,0,0,0,.889,1990-91,479,3.15,4,[],426
