year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1990-91,22,0,0,2,0,AHL,1,Maine Mariners,2
1992-93,24,0,5,2,0,AHL,4,Providence Bruins,2
1993-94,25,1,0,3,0,AHL,7,Hershey Bears,4
1994-95,26,2,17,2,0,AHL,6,Hershey Bears,4
1995-96,27,0,0,0,0,IHL,2,Fort Wayne Komets,0
1996-97,28,1,4,3,0,Italy,2,HC Merano,4
1997-98,29,1,2,4,0,AHL,13,Hartford Wolf Pack,5
1998-99,30,0,0,0,0,AHL,1,Hartford Wolf Pack,0
1999-00,31,0,0,4,0,UHL,3,Binghamton Icemen,4
1999-00,31,2,0,2,0,AHL,5,Springfield Falcons,4
2000-01,32,1,2,2,0,UHL,5,New Haven Knights,3
