average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,20,2,0,NHL,19,18,27,7,105,2,0,0,0,1979-80,CBH,2,18,[],1.9,,76
,43,1,1,NHL,20,28,80,5,130,8,0,1,5,1980-81,CBH,9,34,[],6.9,,80
,24,0,0,NHL,21,12,26,4,87,2,2,1,7,1981-82,CBH,4,20,[],4.6,,33
,31,0,0,NHL,22,15,20,8,116,2,2,0,12,1982-83,CBH,4,27,[],3.4,,50
,35,0,0,NHL,23,19,94,-18,148,7,3,1,5,1983-84,CBH,10,25,[],6.8,,74
,23,0,0,NHL,24,17,55,2,100,1,0,0,5,1984-85,CBH,1,22,[],1.0,,56
,40,0,1,NHL,25,16,87,-6,151,9,1,0,13,1985-86,CBH,11,29,[],7.3,,70
,27,0,0,NHL,26,17,86,5,100,2,2,2,4,1986-87,CHI,4,23,[],4.0,,73
,9,1,0,NHL,27,4,45,5,39,3,0,0,2,1987-88,CHI,3,6,[],7.7,,24
,18,0,0,NHL,28,7,84,-5,105,1,1,2,7,1988-89,CHI,2,16,[],1.9,,74
,25,0,0,NHL,29,16,87,26,111,3,2,1,3,1989-90,CHI,5,20,[],4.5,,67
,11,0,0,NHL,30,3,55,9,71,1,0,1,6,1990-91,CHI,1,10,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-13'}]",1.4,,45
,16,1,1,NHL,31,3,69,7,105,3,2,0,7,1991-92,CHI,6,10,[],5.7,,57
,8,0,0,NHL,32,5,39,3,47,2,0,0,1,1992-93,CHI,2,6,[],4.3,,33
,12,0,0,NHL,33,6,60,11,52,3,1,1,1,1993-94,FLA,4,8,[],7.7,,51
,0,0,0,NHL,34,0,2,1,10,0,0,0,0,1994-95,FLA,0,0,[],0.0,,13
