league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,72,2,20,119,36,9,,WIN,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-24'}]",5.9,6,29,-3,7,0,1986-87,,1,24,1,19
NHL,38,2,21,65,15,5,,WIN,[],7.7,3,10,3,5,0,1987-88,,2,18,0,5
NHL,75,1,22,178,62,19,,WIN,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-20'}]",8.4,11,47,6,15,0,1988-89,,4,32,2,26
NHL,77,0,23,147,55,21,,WIN,[],6.1,6,46,-1,9,0,1989-90,,3,32,3,22
NHL,71,0,24,168,41,16,,WIN,[],7.1,7,29,-22,12,0,1990-91,,5,24,1,12
NHL,77,2,25,227,62,33,,WIN,[],8.8,6,42,-31,20,1,1991-92,,13,34,0,9
NHL,68,3,26,165,57,27,,WIN,[],9.7,5,41,-4,16,0,1992-93,,11,22,0,14
NHL,73,1,27,126,35,14,,TOT,[],8.7,4,24,-7,11,0,1993-94,,7,30,0,10
NHL,18,0,27,41,7,4,,WIN,[],4.9,1,5,-3,2,0,1993-94,,1,10,0,1
NHL,55,1,27,85,28,10,,EDM,[],10.6,3,19,-4,9,0,1993-94,,6,20,0,9
NHL,33,0,28,52,10,1,,EDM,[],0.0,0,10,-4,0,0,1994-95,,0,20,0,9
NHL,56,0,29,83,24,15,,TOT,[],2.4,1,22,-7,2,0,1995-96,,1,38,0,7
NHL,20,0,29,20,6,3,,EDM,[],0.0,0,6,-14,0,0,1995-96,,0,14,0,3
NHL,36,0,29,63,18,12,,MDA,[],3.2,1,16,7,2,0,1995-96,,1,24,0,4
NHL,71,3,30,110,38,13,,TOT,[],8.2,6,29,16,9,0,1996-97,,3,32,0,16
NHL,20,0,30,35,11,4,,MDA,[],5.7,1,9,-5,2,0,1996-97,,1,8,0,5
NHL,51,3,30,75,27,9,,PIT,[],9.3,5,20,21,7,0,1996-97,,2,24,0,11
NHL,76,1,31,89,33,14,,PIT,[],6.7,4,27,13,6,0,1997-98,,2,42,1,12
NHL,74,2,32,121,56,33,1464,MDA,"[{'link': '/awards/voting-1999.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1999.html#norris', 'name': 'Norris-9'}]",13.2,6,40,17,16,0,1998-99,19:47,10,30,0,7
NHL,70,1,33,120,34,14,1401,MDA,[],12.5,7,19,-13,15,0,1999-00,20:01,8,28,0,5
NHL,47,1,35,61,15,1,781,DET,[],3.3,1,13,9,2,1,2001-02,16:37,0,22,0,12
NHL,44,1,36,38,8,3,635,MDA,[],5.3,0,6,0,2,0,2002-03,14:26,2,22,0,3
