age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,8.7,1,3,0,NHL,10,0,1986-87,0,23,2,,1,4,,WIN,5
21,,16.7,1,1,-1,NHL,5,0,1987-88,0,6,1,,0,0,,WIN,2
23,,0.0,0,2,-5,NHL,7,0,1989-90,0,9,0,,0,2,,WIN,2
25,,5.6,0,5,-7,NHL,7,0,1991-92,0,18,1,,1,4,,WIN,6
26,,0.0,0,2,0,NHL,6,0,1992-93,0,5,0,,0,2,,WIN,2
30,,0.0,0,1,-1,NHL,4,0,1996-97,0,5,0,,0,0,,PIT,1
31,,0.0,0,3,0,NHL,6,0,1997-98,0,17,0,,0,2,,PIT,3
32,,0.0,0,2,-4,NHL,4,0,1998-99,0,6,0,21:33,0,4,86,MDA,2
35,SC,8.7,1,4,3,NHL,21,0,2001-02,1,23,2,19:58,1,10,419,DET,6
36,,0,0,0,0,NHL,1,0,2002-03,0,0,0,3:19,0,0,3,MDA,0
