year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1986-87,17,0,12,2,0,QMJHL,7,Hull Olympiques,2
1987-88,18,2,20,4,0,QMJHL,5,Victoriaville Tigres,6
1988-89,19,6,30,3,0,QMJHL,15,Victoriaville Tigres,9
1989-90,20,4,42,8,0,QMJHL,16,Victoriaville Tigres,12
1990-91,21,0,25,2,0,AHL,4,Fredericton Canadiens,2
1991-92,22,0,6,0,0,AHL,3,Fredericton Canadiens,0
1992-93,23,0,11,1,0,ColHL,7,Thunder Bay Thunder Hawks,1
1993-94,24,0,6,1,0,IHL,4,Cincinnati Cyclones,1
1994-95,25,0,7,0,0,IHL,8,Cincinnati Cyclones,0
1995-96,26,1,4,1,0,IHL,5,Milwaukee Admirals,2
1996-97,27,0,6,0,0,IHL,3,Michigan K-Wings,0
1997-98,28,0,38,1,0,IHL,9,Cincinnati Cyclones,1
1998-99,29,1,0,0,0,WPHL,3,El Paso Buzzards,1
1999-00,30,0,7,0,0,WPHL,2,El Paso Buzzards,0
