average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,1,0,0,NHL,20,1,0,0,1,0,0,0,0,1988-89,MTL,0,1,[],0.0,,2
,4,0,0,NHL,22,3,0,-1,12,1,0,0,0,1990-91,MTL,1,3,[],8.3,,17
,10,0,0,NHL,23,3,14,4,37,4,0,0,3,1991-92,MTL,4,6,"[{'link': '/awards/voting-1992.html#calder', 'name': 'Calder-7'}]",10.8,,18
,25,1,0,NHL,24,14,19,13,71,10,0,0,1,1992-93,MTL,10,15,[],14.1,,47
,30,1,3,NHL,25,19,20,14,92,7,0,1,0,1993-94,MTL,10,20,[],10.9,,71
,25,2,1,NHL,26,17,16,7,80,5,1,0,1,1994-95,MTL,7,18,[],8.8,,45
,15,4,1,NHL,27,5,17,-4,48,3,3,0,3,1995-96,MTL,7,8,[],14.6,,26
,23,2,0,NHL,28,11,14,6,63,8,2,1,1,1996-97,MTL,10,13,[],15.9,,39
,32,2,2,NHL,29,15,61,11,87,9,1,2,3,1997-98,MTL,12,20,[],13.8,,68
17:47,31,0,2,NHL,30,14,31,-1,115,8,4,1,2,1998-99,MTL,14,17,[],12.2,1067,60
17:59,29,2,1,NHL,31,10,13,3,103,7,6,0,5,1999-00,MTL,14,15,"[{'link': '/awards/voting-2000.html#byng', 'name': 'Byng-25'}, {'link': '/awards/voting-2000.html#selke', 'name': 'Selke-23'}]",13.6,899,50
16:40,14,0,0,NHL,32,7,12,-4,61,3,0,0,4,2000-01,MTL,3,11,[],4.9,583,35
13:53,23,3,1,NHL,33,13,12,-3,72,7,1,0,1,2001-02,TOT,9,14,[],12.5,847,61
13:33,2,0,0,NHL,33,2,4,-4,19,0,0,0,0,2001-02,MTL,0,2,[],0.0,217,16
12:34,13,1,1,NHL,33,9,8,5,33,3,0,0,0,2001-02,DAL,4,9,[],12.1,402,32
17:31,8,2,0,NHL,33,2,0,-4,20,4,1,0,1,2001-02,OTT,5,3,[],25.0,228,13
