average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
12:49,0,0,0,0,0,NHL,22,0,0,4,-1,8,0,0,0,0,0,0,0,2006-07,DAL,0,0,0,0,0.0,103,8,[]
15:33,77,7,0,0,43,NHL,23,7,0,22,10,34,0,0,0,0,0,0,8,2007-08,DAL,0,87,7,26,0.0,964,62,[]
17:39,140,12,1,0,100,NHL,24,10,0,51,-8,60,0,2,0,0,0,0,25,2008-09,DAL,2,178,10,47,3.3,1429,81,[]
19:11,108,7,0,0,100,NHL,25,6,0,32,-3,58,0.0,0,1,0,0,1,12,2009-10,DAL,0,150,7,33,0.0,1362,71,[]
18:12,114,10,0,0,78,NHL,26,9,0,35,7,38,0,1,0,0,0,0,8,2010-11,DAL,1,161,9,26,2.6,1074,59,[]
18:49,135,11,0,0,152,NHL,27,11,0,36,5,56,0,0,0,0,0,0,8,2011-12,TOT,0,164,11,32,0.0,1392,74,[]
18:59,90,5,0,0,100,NHL,27,5,0,26,0,38,0,0,0,0,0,0,4,2011-12,DAL,0,96,5,25,0.0,987,52,[]
18:25,45,6,0,0,52,NHL,27,6,0,10,5,18,0,0,0,0,0,0,4,2011-12,PHI,0,68,6,7,0.0,405,22,[]
18:20,56,4,0,0,82,NHL,28,3,0,21,-1,21,0,1,0,0,0,0,6,2012-13,PHI,1,81,3,17,4.8,550,30,[]
19:07,178,14,0,0,174,NHL,29,12,0,55,-6,71,0,1,0,0,1,0,4,2013-14,PHI,1,189,13,44,1.4,1491,78,[]
17:39,104,14,0,0,89,NHL,30,9,0,32,8,43,0,5,0,0,0,0,10,2014-15,PHI,5,132,9,23,11.6,1201,68,[]
17:47,91,7,1,0,73,NHL,31,4,0,24,-3,42,0,3,0,0,0,0,3,2015-16,ARI,3,105,4,21,7.1,1031,58,[]
13:01,7,0,0,0,1,NHL,32,0,0,2,-4,3,0,0,0,0,0,0,0,2016-17,CGY,0,7,0,1,0.0,39,3,[]
