age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,40.0,3,2,-1,NHL,7,0,1974-75,1,10,4,,1,2,,TOR,6
23,,0,0,3,-5,WHA,4,0,1976-77,0,0,0,,0,2,,CNS,3
25,,0,0,3,-2,WHA,7,0,1978-79,1,0,4,,0,4,,NEW,7
26,,0.0,0,0,-1,NHL,1,0,1979-80,0,1,0,,0,0,,HAR,0
