assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Lakefield Chiefs,1,1986-87,3,2,14,16,0,ON-Jr.C
17,Duluth East Greyhounds,10,1987-88,24,27,0,17,0,High-MN
23,University of Wisconsin,2,1988-89,45,25,69,18,0,WCHA
39,University of Wisconsin,14,1989-90,42,53,78,19,0,WCHA
3,United States,0,1989-90,7,3,10,19,0,WJC-A
32,University of Wisconsin,19,1990-91,37,51,122,20,0,WCHA
20,Fredericton Canadiens,7,1991-92,42,27,65,21,0,AHL
3,United States,4,1991-92,12,7,16,21,0,Nat-Tm
0,United States,2,1991-92,8,2,6,21,0,Olympics
3,Fredericton Canadiens,1,1992-93,6,4,10,22,0,AHL
2,United States,0,1993-94,8,2,6,23,0,WC-A
14,EHC Biel-Bienne,3,2008-09,47,17,112,38,0,Swiss
