year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2005-06,16,1,0,2,0,BCHL,5,Salmon Arm Silverbacks,3
2006-07,17,4,31,7,0,BCHL,11,Salmon Arm Silverbacks,11
2010-11,21,1,16,3,-2,AHL,16,Charlotte Checkers,4
2012-13,23,1,0,2,-4,AHL,5,Charlotte Checkers,3
