bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,H-East,14,Boston University Terriers,735,19,1,0,0,42,0,0,1,0,10,0,0,0,0,0,1995-96,0,3.43,0,0
0,H-East,24,Boston University Terriers,1466,20,4,0,0,58,0,0,4,0,16,0,0,0,0,0,1996-97,0,2.37,0,0
0,H-East,24,Boston University Terriers,1370,21,4,0,0,50,0,0,1,1,17,0,0,0,0,0,1997-98,0,2.19,0,0
0,H-East,35,Boston University Terriers,2072,22,18,0,0,117,0,0,3,0,14,0,0,0,0,0,1998-99,0,3.39,30,0
0,IHL,1,Cleveland Lumberjacks,60,23,0,0,0,2,0,0,1,0,0,0,0,0,0,.950,1999-00,40,2.00,0,38
0,ECHL,4,Greensboro Generals,229,23,3,0,0,20,0,0,0,0,1,0,0,0,0,.852,1999-00,135,5.24,7,115
0,AHL,17,2 Teams,970,23,7,0,0,42,0,0,2,0,7,0,0,0,0,.913,1999-00,483,2.60,0,441
0,AHL,13,Wilkes-Barre Scranton Pens,727,23,6,0,0,34,0,0,1,0,5,0,0,0,0,.911,1999-00,382,2.81,0,348
0,AHL,4,Saint John Flames,243,23,1,0,0,8,0,0,1,0,2,0,0,0,0,.921,1999-00,101,1.98,0,93
0,AHL,35,Norfolk Admirals,2087,24,17,0,0,96,0,0,4,2,13,0,0,0,0,.898,2000-01,941,2.76,10,845
