pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Spanga IS IK Stockholm U18,6,0,9,Swe-U18,6,2004-05,17,3
12,Spanga IS IK Stockholm Jr.,9,0,24,Swe-Jr.,13,2004-05,17,15
6,Djurgardens IF Stockholm Jr.,13,0,19,Swe-Jr.,26,2005-06,18,6
0,Djurgardens IF Stockholm,0,0,0,Sweden,1,2005-06,18,0
4,Djurgardens IF Stockholm Jr.,3,0,4,Swe-Jr.,5,2006-07,19,1
16,Djurgardens IF Stockholm,3,0,4,Sweden,43,2006-07,19,1
0,Djurgardens IF Stockholm Jr.,0,0,1,Swe-Jr.,1,2007-08,20,1
16,Djurgardens IF Stockholm,7,0,12,Sweden,51,2007-08,20,5
12,Djurgardens IF Stockholm,7,0,16,Sweden,31,2008-09,21,9
30,Djurgardens IF Stockholm,12,0,26,Sweden,55,2009-10,22,14
6,Sweden,3,1,4,WC-A,9,2009-10,22,1
18,Hamilton Bulldogs,15,8,25,AHL,71,2010-11,23,10
36,Hamilton Bulldogs,23,0,43,AHL,60,2011-12,24,20
22,Atlant Moscow Region,24,0,36,KHL,48,2012-13,25,12
