assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Czechoslovakia,3,1984-85,5,5,6,17,0,EJC-A
2,Sparta CKD Praha,7,1986-87,40,9,2,19,0,Czech
3,Czechoslovakia,7,1986-87,7,10,4,19,0,WJC-A
9,Sparta CKD Praha,8,1987-88,26,17,4,20,0,Czech
15,Sparta CKD Praha,11,1988-89,35,26,10,21,0,Czech
27,Sparta Praha,26,1989-90,44,53,0,22,0,Czech
0,Czechoslovakia,0,1989-90,4,0,4,22,0,WEC-A
2,Hershey Bears,6,1990-91,11,8,2,23,0,AHL
36,Hershey Bears,27,1991-92,63,63,77,24,0,AHL
19,MoDo HK Ornskoldsvik,15,1992-93,40,34,42,25,0,Sweden
4,Czech Republic,4,1992-93,8,8,0,25,0,WC-A
17,MoDo HK Ornskoldsvik,16,1993-94,34,33,28,26,0,Sweden
0,Czech Republic,1,1993-94,7,1,0,26,0,Olympics
17,MoDo HK Ornskoldsvik,14,1994-95,40,31,30,27,0,Sweden
0,Czech Republic,0,1994-95,4,0,2,27,0,WC-A
15,MoDo HK Ornskoldsvik,12,1995-96,36,27,28,28,0,Sweden
14,HC Sparta Praha,6,1996-97,27,20,12,29,0,CzRep
1,HC Sparta Praha,0,1996-97,6,1,2,29,0,EuroHL
8,Sodertalje SK,12,1996-97,21,20,6,29,0,Sweden
18,Sodertalje SK,16,1997-98,46,34,30,30,0,Sweden
21,Lulea HF,19,1998-99,49,40,34,31,0,Sweden
16,Lulea HF,23,1999-00,50,39,60,32,0,Sweden
17,Lulea HF,14,2000-01,42,31,28,33,0,Sweden
