offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
5.8,Peter Stastny,22,0,-23,17.9,32,195,50,C,6.3,85,72,24,0.5,5,13,,1,35,25,,117
5.3,Walt Poddubny,24,0,-18,19.3,28,197,37,RW,5.9,75,72,16,0.7,2,14,,1,38,20,,107
4.8,Jeff Brown,7,1,-22,7.6,22,276,47,D,7.7,68,78,33,3.0,1,13,,1,21,13,,62
3.7,Michel Goulet,15,0,-20,16.0,28,162,38,LW,4.3,64,69,13,0.6,2,11,,0,26,25,,67
3.3,Joe Sakic,13,0,-36,15.5,19,148,39,C,3.5,62,70,21,0.1,2,10,,1,23,17,,24
0.8,Iiro Jarvi,10,0,-13,10.1,23,109,30,RW,1.6,41,75,7,0.8,1,1,,1,11,22,,40
0.9,Paul Gillis,10,0,-14,15.5,25,97,25,C,1.7,40,79,4,0.9,1,5,,4,15,17,,163
2.0,Marc Fortier,16,2,-18,22.2,22,90,19,C,2.4,39,57,6,0.4,2,2,,1,20,12,,45
1.0,Anton Stastny,4,0,-19,8.3,29,84,30,LW,1.4,37,55,13,0.4,0,3,,0,7,17,,12
-0.1,Gaetan Duchesne,5,1,0,7.3,26,110,21,LW,1.0,29,70,1,1.1,1,2,,1,8,19,,56
1.1,Randy Moller,5,0,2,6.0,25,117,22,D,5.1,29,74,10,4.1,0,2,,1,7,11,,136
0.5,Robert Picard,4,1,-28,6.9,31,102,14,D,2.9,21,74,1,2.4,1,2,,0,7,13,,61
0.2,Mike Hough,5,3,-7,17.6,25,51,10,RW,0.8,19,46,1,0.5,3,1,,0,9,9,,39
0.2,Ken McRae,5,0,-9,12.8,20,47,11,C,0.6,17,37,2,0.3,2,1,,1,6,8,,68
-0.2,Curtis Leschyshyn,2,1,-32,6.9,19,58,9,D,1.8,13,71,2,2.0,0,1,,0,4,7,,71
0.2,Mario Marois,2,0,-15,3.3,31,61,11,D,1.7,13,42,3,1.4,0,0,,0,2,8,,101
0.2,David Latta,3,0,-8,13.3,22,30,8,LW,0.4,12,24,1,0.2,1,1,,0,4,7,,4
-0.3,Jeff Jackson,3,1,-15,10.0,23,40,6,LW,-0.2,10,33,0,0.1,2,0,,0,4,6,,28
-1.3,Alain Cote,1,1,-1,6.5,31,31,8,LW,-0.4,10,55,0,0.9,0,0,,2,2,6,,14
-1.1,Trevor Stienburg,5,0,-17,9.2,22,65,3,RW,-0.6,9,55,0,0.4,0,1,,0,6,3,,125
-0.8,Steven Finn,1,1,-21,2.3,22,86,6,D,2.1,8,77,0,3.0,0,0,,0,2,6,,235
0.3,Tommy Albelin,1,0,-6,12.5,24,16,4,D,0.7,6,14,2,0.4,1,1,,0,2,2,,27
-0.1,Gord Donnelly,3,0,-8,28.6,26,14,0,RW,0.0,4,16,0,0.0,0,1,,0,4,0,,46
-0.5,Darin Kimble,3,0,-5,14.3,20,21,1,RW,-0.2,4,26,0,0.3,0,0,,0,3,1,,149
-0.1,Lane Lambert,2,0,-2,10.5,24,19,2,RW,0.1,4,13,1,0.2,0,0,,0,2,1,,23
-0.1,Jari Gronstrand,1,0,-9,5.6,26,18,3,D,0.7,4,25,1,0.8,0,0,,0,1,2,,14
-0.2,Mark Vermette,0,0,-7,0.0,21,10,4,RW,-0.2,4,12,0,0.0,0,0,,0,0,4,,7
-0.1,Bobby Dollas,0,0,-11,0.0,24,11,3,D,0.1,3,16,0,0.3,0,0,,0,0,3,,16
0.0,Ron Tugnutt,0,0,0,,21,0,3,G,4.8,3,26,0,0.0,0,0,,0,0,0,,2
0.0,Mario Gosselin,0,0,0,,25,0,2,G,5.0,2,39,0,0.0,0,0,,0,0,0,,6
-0.1,Dean Hopkins,0,0,1,0.0,29,6,2,RW,0.1,2,5,0,0.1,0,0,,0,0,2,,4
0.0,Bob Mason,0,0,0,,27,0,1,G,2.1,1,22,0,0.0,0,0,,0,0,0,,2
-0.1,Greg Smyth,0,0,-9,0.0,22,3,1,D,-0.1,1,10,0,0.0,0,0,,0,0,1,,70
-0.2,Joel Baillargeon,0,0,-3,0.0,24,2,0,LW,-0.2,0,5,0,0.0,0,0,,0,0,0,,4
0.0,Mario Brunetta,0,0,0,,22,0,0,G,0.3,0,5,0,0.0,0,0,,0,0,0,,0
-0.2,Jacques Mailhot,0,0,0,,27,0,0,LW,-0.1,0,5,0,0.1,0,0,,0,0,0,,33
-0.1,Scott Shaunessy,0,0,0,,25,0,0,D,0.1,0,4,0,0.2,0,0,,0,0,0,,16
