assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
43,5,19,25,,5.6,0.5,14,,19,C,6.1,23,QUE,/players/s/sakicjo01.html,1,30,3,7,Joe Sakic,12.1,1995,62,2,47,157
35,3,15,21,,4.1,0.9,12,,12,C,5.0,22,QUE,/players/f/forsbpe01.html,1,16,3,17,Peter Forsberg,17.4,1995,50,0,47,86
19,8,30,22,,5.4,1.0,15,,4,RW,6.5,15,QUE,/players/n/nolanow01.html,0,46,13,21,Owen Nolan,21.9,1995,49,2,46,137
21,0,18,27,,3.4,0.6,12,,9,RW,4.0,12,QUE,/players/y/youngsc01.html,0,14,3,9,Scott Young,10.8,1995,39,3,48,167
21,1,15,23,,2.8,0.5,6,,7,C,3.3,13,QUE,/players/r/riccimi01.html,1,40,9,5,Mike Ricci,20.5,1995,36,0,48,73
18,0,12,28,,2.4,0.2,7,,3,LW,2.6,15,QUE,/players/c/clarkwe01.html,0,45,5,-1,Wendel Clark,12.6,1995,30,0,37,95
20,5,10,28,,2.1,0.4,4,,7,LW,2.5,13,QUE,/players/k/kamenva01.html,0,22,5,3,Valeri Kamensky,14.3,1995,30,1,40,70
15,1,12,29,,1.8,0.8,11,,0,C,2.5,15,QUE,/players/b/bassebo01.html,0,33,0,14,Bob Bassen,18.2,1995,27,1,47,66
10,3,14,24,,1.7,0.2,13,,3,RW,1.9,7,QUE,/players/k/kovalan01.html,0,31,1,-4,Andrei Kovalenko,22.2,1995,24,0,45,63
17,1,6,29,,1.7,2.4,3,,9,D,4.1,8,QUE,/players/k/kruppuw01.html,0,20,3,14,Uwe Krupp,5.9,1995,23,0,44,102
8,0,9,19,,0.5,0.9,9,,0,RW,1.4,8,QUE,/players/d/deadmad01.html,0,56,0,16,Adam Deadmarsh,18.8,1995,17,0,48,48
13,0,2,25,,0.6,3.4,2,,4,D,4.0,7,QUE,/players/l/leschcu01.html,2,20,0,29,Curtis Leschyshyn,4.7,1995,15,0,44,43
11,0,2,27,,0.4,2.5,2,,3,D,2.8,8,QUE,/players/l/lefebsy01.html,0,17,0,13,Sylvain Lefebvre,2.5,1995,13,0,48,81
8,0,4,26,,0.3,0.4,4,,0,C,0.7,7,QUE,/players/l/lapoicl01.html,1,41,0,5,Claude Lapointe,10.0,1995,12,0,29,40
9,0,3,23,,0.3,0.7,3,,0,LW,0.9,9,QUE,/players/s/simonch01.html,0,106,0,14,Chris Simon,9.1,1995,12,0,29,33
6,0,3,23,,0.3,0.3,3,,0,LW,0.6,6,QUE,/players/r/rucinma01.html,0,14,0,5,Martin Rucinsky,9.4,1995,9,0,20,32
6,0,3,27,,0.3,2.1,3,,0,D,2.4,5,QUE,/players/w/wolancr01.html,1,40,0,12,Craig Wolanin,8.3,1995,9,0,40,36
7,0,0,23,,-0.1,2.3,0,,0,D,2.2,6,QUE,/players/f/footead01.html,1,52,0,17,Adam Foote,0.0,1995,7,0,35,24
1,1,3,31,,0.1,0.2,3,,0,RW,0.3,1,QUE,/players/m/macdepa01.html,0,22,0,3,Paul MacDermid,23.1,1995,4,0,14,13
2,0,2,27,,0.3,0.1,2,,0,LW,0.4,2,QUE,/players/h/huardbi01.html,0,13,0,2,Bill Huard,33.3,1995,4,0,7,6
2,1,1,30,,0.1,0.4,1,,0,D,0.5,2,QUE,/players/g/gusaral01.html,0,6,0,-1,Alexei Gusarov,14.3,1995,3,0,14,7
2,1,1,25,,-0.1,0.1,1,,0,RW,0.0,2,QUE,/players/n/norridw01.html,0,2,0,1,Dwayne Norris,14.3,1995,3,0,13,7
3,0,0,21,,0.0,0.2,0,,0,LW,0.1,3,QUE,/players/c/corbere01.html,0,2,0,3,Rene Corbet,0.0,1995,3,0,8,4
3,0,0,28,,-0.6,1.4,0,,0,D,0.8,3,QUE,/players/f/finnst01.html,0,64,0,1,Steven Finn,0.0,1995,3,0,40,28
3,0,0,24,,0.0,0.0,0,,0,G,6.3,0,QUE,/players/f/fisetst01.html,0,2,0,0,Stephane Fiset,,1995,3,0,32,0
3,0,0,24,,0.0,0.6,0,,2,D,0.6,1,QUE,/players/l/laukkja01.html,0,4,0,3,Janne Laukkanen,0.0,1995,3,0,11,12
3,0,0,23,,0.1,0.4,0,,0,D,0.5,3,QUE,/players/m/milleaa01.html,0,6,0,2,Aaron Miller,0.0,1995,3,0,9,12
0,0,1,25,,0.1,0.3,1,,0,D,0.4,0,QUE,/players/k/klemmjo01.html,0,2,0,3,Jon Klemm,20.0,1995,1,0,4,5
0,0,0,23,,0.0,0.0,0,,0,D,0.0,0,QUE,/players/k/karpada01.html,0,0,0,-1,Dave Karpa,0.0,1995,0,0,2,1
0,0,0,25,,0.0,0.0,0,,0,G,-0.1,0,QUE,/players/s/snowga01.html,0,0,0,0,Garth Snow,,1995,0,0,2,0
0,0,0,20,,0.0,0.0,0,,0,G,3.0,0,QUE,/players/t/thibajo01.html,0,0,0,0,Jocelyn Thibault,,1995,0,0,18,0
