shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,C,19.8,41,207,26,0,29,8,41,81,Peter Stastny,9.2,1.1,122,15,60,,76,2,8.1,40,/players/s/stastpe01.html
0,,LW,21.7,30,244,25,0,25,3,53,51,Michel Goulet,9.0,1.2,104,28,64,,75,6,7.7,21,/players/g/goulemi01.html
0,,RW,19.0,29,163,23,0,26,4,31,43,Anton Stastny,5.5,1.3,74,8,19,,74,8,4.2,14,/players/s/stastan01.html
0,,C,18.4,36,152,21,0,25,4,28,42,Dale Hunter,4.8,1.3,70,7,265,,80,6,3.5,6,/players/h/hunteda02.html
2,,LW,12.6,25,207,19,0,25,5,26,32,Brent Ashton,4.0,1.3,58,5,64,,77,7,2.7,7,/players/a/ashtobr01.html
0,,C,16.0,4,100,3,0,26,1,16,40,J.F. Sauve,2.7,0.7,56,13,20,,75,-13,2.0,36,/players/s/sauveje01.html
3,,RW,11.1,12,190,10,1,28,5,21,28,John Anderson,3.1,0.9,49,8,26,,65,-1,2.2,15,/players/a/anderjo01.html
2,,C,14.0,20,136,17,4,22,2,19,24,Paul Gillis,2.2,1.1,43,0,203,,80,-2,1.1,0,/players/g/gillipa01.html
3,,LW,10.9,20,119,10,1,28,2,13,21,Alain Cote,1.2,1.0,34,0,29,,78,-3,0.1,0,/players/c/coteal01.html
1,,D,5.3,10,131,5,0,28,0,7,27,Robert Picard,4.4,2.5,34,1,36,,48,-2,1.8,17,/players/p/picarro02.html
0,,D,5.6,15,126,5,1,21,2,7,19,David Shaw,5.5,4.7,26,2,78,,73,14,0.8,3,/players/s/shawda01.html
0,,LW,16.2,11,68,10,1,22,1,11,12,Mike Eagles,0.6,1.1,23,1,49,,73,3,-0.5,0,/players/e/eaglemi01.html
0,,D,4.8,15,105,5,0,22,1,5,18,Randy Moller,4.8,4.3,23,0,141,,69,9,0.5,3,/players/m/mollera01.html
0,,RW,13.2,11,76,10,0,24,3,10,12,Mark Kumpel,1.3,0.9,22,0,17,,47,10,0.3,1,/players/k/kumpema01.html
0,,D,2.0,13,102,1,0,23,0,2,18,Gilbert Delorme,3.7,3.5,20,1,51,,64,-1,0.2,5,/players/d/delorgi01.html
0,,RW,9.3,10,75,5,0,30,0,7,12,Wilf Paiement,0.7,0.6,19,2,145,,44,0,0.0,2,/players/p/paiemwi01.html
0,,RW,13.8,10,29,3,0,24,0,4,13,Steve Patrick,0.8,0.4,17,1,17,,27,1,0.4,3,/players/p/patrist01.html
0,,D,6.1,11,49,3,0,30,0,3,13,Pat Price,3.2,3.0,16,0,82,,54,0,0.2,2,/players/p/pricepa01.html
0,,D,1.9,7,52,0,1,28,1,1,12,Mario Marois,1.1,0.6,13,1,42,,20,-10,0.6,4,/players/m/maroima01.html
0,,RW,18.8,4,32,5,0,27,0,6,5,Wayne Babych,0.8,0.2,11,1,18,,15,0,0.6,1,/players/b/babycwa01.html
0,,D,9.8,3,51,3,0,25,0,5,4,Normand Rochefort,2.3,1.9,9,2,30,,26,9,0.4,1,/players/r/rocheno01.html
0,,D,6.3,4,16,0,0,23,0,1,8,Peter Andersson,1.5,1.1,9,1,4,,12,8,0.4,4,/players/a/anderpe02.html
0,,C,11.5,5,26,3,0,29,0,3,5,Greg Malone,0.0,0.3,8,0,18,,27,-3,-0.3,0,/players/m/malongr01.html
0,,D,3.8,4,53,0,0,27,0,2,5,Risto Siltanen,1.0,0.7,7,2,6,,13,-1,0.4,1,/players/s/siltari01.html
0,,D,16.7,5,6,1,0,21,1,1,5,Daniel Poudrier,1.0,0.8,6,0,10,,13,2,0.2,0,/players/p/poudrda01.html
0,,D,18.8,2,16,3,0,19,0,3,2,Jeff Brown,1.1,0.7,5,0,6,,8,5,0.4,0,/players/b/brownje02.html
0,,D,6.7,2,30,2,0,23,0,2,2,Gord Donnelly,1.7,2.0,4,0,85,,36,0,-0.3,0,/players/d/donnego01.html
0,,G,,0,0,0,0,22,0,0,3,Mario Gosselin,3.4,0.0,3,0,2,,31,0,0.0,0,/players/g/gossema01.html
0,,RW,0.0,3,4,0,0,26,0,0,3,Jimmy Mann,-0.7,0.4,3,0,148,,35,-2,-1.2,0,/players/m/mannji01.html
0,,G,,0,0,0,0,24,0,0,2,Clint Malarchuk,9.2,0.0,2,0,21,,46,0,0.0,0,/players/m/malarcl01.html
0,,RW,50.0,0,2,1,0,23,0,1,0,Jean-Marc Gaulin,0.1,0.0,1,0,0,,1,0,0.1,0,/players/g/gaulije01.html
0,,RW,16.7,0,6,1,0,19,0,1,0,Trevor Stienburg,0.1,0.0,1,0,0,,2,0,0.1,0,/players/s/stientr01.html
0,,D,0.0,1,8,0,0,19,0,0,1,Steven Finn,0.7,0.9,1,0,28,,17,0,-0.3,0,/players/f/finnst01.html
0,,D,0.0,1,4,0,0,25,0,0,1,Claude Julien,0.6,0.8,1,0,25,,13,2,-0.2,0,/players/j/juliecl01.html
0,,LW,0.0,0,1,0,0,19,0,0,0,David Latta,0.0,0.0,0,0,0,,1,0,0.0,0,/players/l/lattada01.html
0,,C,0.0,0,1,0,0,24,0,0,0,Alain Lemieux,-0.2,0.1,0,0,2,,7,-1,-0.3,0,/players/l/lemieal01.html
0,,G,,0,0,0,0,28,0,0,0,Richard Sevigny,1.1,0.0,0,0,8,,11,0,0.0,0,/players/s/sevigri01.html
