average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,1,0,0,0,NHL,21,0,0,20,-3,26,0,1,0,0,0,0,0,1997-98,MTL,1,0,0,0,3.8,,41,[]
13:11,0,4,0,0,0,NHL,22,2,0,16,-3,36,0,2,0,0,0,0,0,1998-99,MTL,2,0,2,0,5.6,804,61,[]
16:51,0,1,0,0,0,NHL,23,1,0,4,-12,13,0,0,0,0,0,0,0,1999-00,ATL,0,0,1,0,0.0,236,14,[]
18:02,0,3,0,0,0,NHL,24,2,0,14,-12,35,0,1,0,0,0,0,0,2000-01,ATL,1,0,2,0,2.9,505,28,[]
15:32,0,0,0,0,0,NHL,25,0,0,0,-3,0,0,0,0,0,0,0,0,2001-02,ATL,0,0,0,0,0,31,2,[]
10:26,0,2,0,0,0,NHL,27,1,0,6,3,14,0,1,0,0,0,0,0,2003-04,COL,1,0,1,0,7.1,125,12,[]
19:39,0,36,1,0,0,NHL,29,16,0,56,3,148,0,5,0,4,1,10,0,2005-06,COL,9,0,27,0,6.1,1572,80,[]
23:41,0,39,1,0,0,NHL,30,18,0,50,5,140,0,6,0,4,1,10,0,2006-07,COL,10,0,29,0,7.1,1942,82,[]
23:09,165,21,0,0,143,NHL,31,11,0,33,5,87,0,4,0,1,0,5,23,2007-08,COL,5,70,16,30,5.7,1320,57,[]
22:20,219,12,1,0,238,NHL,32,8,0,32,-16,97,0,2,0,0,0,2,26,2008-09,COL,2,73,10,41,2.1,1697,76,[]
19:08,161,20,1,0,162,NHL,33,12,0,28,6,75,0,1,0,2,0,5,20,2009-10,COL,3,55,17,28,4.0,1225,64,[]
18:53,209,31,1,0,157,NHL,34,11,0,14,2,87,0,3,0,6,0,11,20,2010-11,TBL,9,117,22,48,10.3,1548,82,[]
18:23,168,15,0,0,199,NHL,35,11,0,20,-26,61,0,2,0,0,0,2,26,2011-12,TBL,2,118,13,43,3.3,1507,82,[]
14:04,18,1,0,0,11,NHL,36,1,0,0,-9,6,0,0,0,0,0,0,1,2012-13,MIN,0,5,1,4,0.0,113,8,[]
