pim,team,assists,plus_minus,points,league,games_played,year,age,goals
73,Winnipeg Braves,2,0,6,MJHL,30,1957-58,19,4
0,Winnipeg Warriors,0,0,0,WHL,2,1957-58,19,0
114,Winnipeg Braves,15,0,30,MJHL,29,1958-59,20,15
147,Winnipeg Warriors,9,0,10,WHL,58,1959-60,21,1
104,Buffalo Bisons,14,0,19,AHL,67,1960-61,22,5
164,Cleveland Barons,30,0,40,AHL,68,1961-62,23,10
141,2 Teams,21,0,26,AHL,55,1962-63,24,5
14,Quebec Aces,2,0,3,AHL,8,1962-63,24,1
127,Cleveland Barons,19,0,23,AHL,47,1962-63,24,4
106,Springfield Indians,24,0,37,AHL,60,1963-64,25,13
4,Memphis Wings,3,0,5,CPHL,5,1965-66,27,2
13,Canada,3,0,3,Summit-72,8,1972-73,34,0
