year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,16,0,2,0,0,USHL,2,U.S. National Team Development Program,0
1998-99,16,3,18,14,0,NAHL,51,U.S. National Team Development Program,17
1999-00,17,2,14,5,0,U-18,6,U.S. National Team Development Program,7
1999-00,17,13,94,13,0,USHL,52,U.S. National Team Development Program,26
1999-00,17,2,14,5,4,WJ18-A,6,United States,7
2000-01,18,17,80,18,0,CCHA,33,Ohio State University,35
2000-01,18,0,6,1,1,WJC-A,7,United States,1
2001-02,19,6,75,16,0,CCHA,36,Ohio State University,22
2001-02,19,0,4,1,0,WJC-A,7,United States,1
2002-03,20,10,50,8,0,CCHA,36,Ohio State University,18
2003-04,21,17,44,13,0,CCHA,41,Ohio State University,30
2004-05,22,10,26,7,0,AHL,63,Manchester Monarchs,17
2005-06,23,14,58,20,1,AHL,74,Hershey Bears,34
2006-07,24,30,46,31,28,AHL,71,Hershey Bears,61
2013-14,31,1,4,1,2,AHL,4,Iowa Wild,2
2013-14,31,9,38,16,2,AHL,61,Norfolk Admirals,25
2014-15,32,7,53,16,-11,AHL,76,Norfolk Admirals,23
