goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1938-39,44,900,0,0,0,0,0,0,Brandon Elks,1,0,0,2.93,18,MJHL,0,0,15,0,0,0
0,0,0,1939-40,82,1380,0,0,0,0,0,0,Brandon Elks,0,0,0,3.57,19,MJHL,0,0,23,0,0,0
0,0,0,1940-41,87,1740,0,0,0,0,0,0,Regina Rangers,2,0,0,3.00,20,SSHL,0,0,29,0,0,0
0,0,0,1942-43,53,480,0,0,0,0,0,0,Ottawa Staff Clerks,0,0,0,6.62,22,ONDHL,0,0,8,0,0,0
0,0,0,1942-43,84,1380,0,0,0,0,0,0,Ottawa Commandos,1,0,0,3.65,22,QSHL,0,0,23,0,0,0
0,0,0,1943-44,52,960,0,0,0,0,0,0,Red Deer Army,0,0,0,3.25,23,CNDHL,0,0,16,0,0,0
0,0,0,1944-45,92,900,0,0,0,0,0,0,Calgary Navy,0,0,0,6.13,24,CNDHL,0,0,15,0,0,0
0,0,0,1945-46,96,1500,2,0,0,0,0,0,New Haven Ramblers,1,0,0,3.84,25,AHL,0,0,25,0,8,15
0,0,0,1946-47,197,3480,10,0,0,0,0,0,New Haven Ramblers,5,0,0,3.40,26,AHL,0,0,58,0,20,28
0,0,0,1947-48,40,780,1,0,0,0,0,0,New Haven Ramblers,1,0,0,3.08,27,AHL,0,0,13,0,6,6
0,0,0,1949-50,255,4080,12,0,0,0,0,0,Kansas City Pla-Mors,3,0,0,3.75,29,USHL,0,0,68,0,29,27
0,0,0,1950-51,18,420,0,0,0,0,0,0,Omaha Knights,1,0,0,2.57,30,USHL,0,0,7,0,5,2
0,0,0,1950-51,202,3520,2,0,0,0,0,0,Indianapolis Capitols,0,0,0,3.44,30,AHL,0,0,58,0,37,19
0,0,0,1958-59,41,840,0,0,0,0,0,0,Warroad Lakers,0,0,0,2.93,38,MHL-Sr.,0,0,14,0,0,0
0,0,0,1959-60,35,540,0,0,0,0,0,0,St. Paul Saints,0,0,0,3.89,39,IHL,0,0,9,0,0,0
