goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1938-39,30,420,0,0,0,0,0,0,Brandon Elks,0,0,0,4.29,18,MJHL,0,0,7,0,0,0
0,0,0,1938-39,26,360,0,0,0,0,0,0,Brandon Elks,1,0,0,4.33,18,M-Cup,0,0,6,0,3,3
0,0,0,1939-40,6,180,0,0,0,0,0,0,Brandon Elks,1,0,0,2.00,19,MJHL,0,0,3,0,3,0
0,0,0,1940-41,22,480,0,0,0,0,0,0,Regina Rangers,1,0,0,2.75,20,SSHL,0,0,8,0,0,0
0,0,0,1940-41,38,840,1,0,0,0,0,0,Regina Rangers,2,0,0,2.71,20,Al-Cup,0,0,14,0,9,4
0,0,0,1942-43,35,740,1,0,0,0,0,0,Ottawa Commandos,2,0,0,2.84,22,Al-Cup,0,0,12,0,9,2
0,0,0,1943-44,19,300,0,0,0,0,0,0,Red Deer Army,0,0,0,3.80,23,CNDHL,0,0,5,0,0,0
0,0,0,1946-47,11,180,0,0,0,0,0,0,New Haven Ramblers,0,0,0,3.67,26,AHL,0,0,3,0,1,2
0,0,0,1949-50,20,180,0,0,0,0,0,0,Kansas City Pla-Mors,0,0,0,6.67,29,USHL,0,0,3,0,0,3
0,0,0,1950-51,11,190,0,0,0,0,0,0,Indianapolis Capitols,0,0,0,3.47,30,AHL,0,0,3,0,0,3
0,0,0,1957-58,31,720,0,0,0,0,0,0,Winnipeg Maroons,1,0,0,2.58,37,Al-Cup,0,0,12,0,10,2
0,0,0,1959-60,6,179,0,0,0,0,0,0,Winnipeg Maroons,0,0,0,2.01,39,Al-Cup,0,0,3,0,1,2
