goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1941-42,13,,360,0,0,0,0,0,0,NYR,0,0,0,0,21,NHL,0,0,6,0,2,4
0,0,0,1951-52,18,,448,0,0,0,0,0,0,BOS,1,0,0,2.41,31,NHL,0,0,7,0,3,4
0,0,0,1952-53,0,,0,0,0,0,0,0,0,BOS,0,0,0,3.06,32,NHL,0,0,0,0,0,0
0,0,0,1953-54,16,,240,0,0,0,0,0,0,BOS,0,0,0,4.00,33,NHL,0,0,4,0,0,0
0,0,0,1954-55,8,,183,0,0,0,0,0,0,BOS,0,0,0,2.62,34,NHL,0,0,3,0,1,2
