pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Montreal Jr. Canadiens,2,0,5,QJHL,9,1952-53,17,3
17,Montreal Jr. Canadiens,27,0,42,QJHL,50,1953-54,18,15
0,Montreal Royals,0,0,0,QHL,1,1953-54,18,0
35,Montreal Jr. Canadiens,27,0,41,QJHL,42,1954-55,19,14
2,Providence Reds,1,0,1,AHL,2,1954-55,19,0
23,Providence Reds,14,0,21,AHL,44,1955-56,20,7
27,Trois-Rivieres Lions,21,0,36,QHL,67,1956-57,21,15
29,Shawinigan Cataracts,27,0,39,QHL,54,1957-58,22,12
2,Rochester Americans,0,0,1,AHL,6,1957-58,22,1
4,Spokane Spokes,10,0,17,WHL,34,1958-59,23,7
4,Chicoutimi Sagueneens,16,0,21,QHL,25,1958-59,23,5
41,Spokane Spokes,34,0,54,WHL,70,1959-60,24,20
37,Cleveland Barons,35,0,58,AHL,66,1960-61,25,23
43,Cleveland Barons,55,0,83,AHL,70,1961-62,26,28
26,Quebec Aces,28,0,42,AHL,69,1962-63,27,14
32,Cleveland Barons,38,0,68,AHL,72,1963-64,28,30
43,Cleveland Barons,49,0,63,AHL,72,1964-65,29,14
64,Cleveland Barons,25,0,48,AHL,68,1965-66,30,23
46,Cleveland Barons,37,0,61,AHL,70,1966-67,31,24
4,Buffalo Bisons,11,0,18,AHL,35,1967-68,32,7
59,Buffalo Bisons,41,0,60,AHL,74,1968-69,33,19
28,Buffalo Bisons,39,0,48,AHL,71,1969-70,34,9
