year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1988-89,19,1,2,3,0,QMJHL,4,Trois-Rivieres Draveurs,4
1990-91,21,8,18,13,0,AHL,18,Springfield Indians,21
1991-92,22,2,34,0,0,AHL,11,Springfield Indians,2
1992-93,23,3,20,2,0,IHL,12,Kansas City Blades,5
1993-94,24,11,22,10,0,AHL,17,Portland Pirates,21
1994-95,25,4,6,4,0,AHL,8,P.E.I. Senators,8
1995-96,26,5,2,1,0,AHL,5,P.E.I. Senators,6
1996-97,27,2,10,0,0,IHL,5,Grand Rapids Griffins,2
1999-00,30,8,4,10,0,IHL,17,Grand Rapids Griffins,18
2000-01,31,4,4,5,0,AHL,10,Philadelphia Phantoms,9
2001-02,32,7,4,6,0,Germany,12,Adler Mannheim,13
2002-03,33,3,8,1,0,AHL,15,Grand Rapids Griffins,4
2003-04,34,0,2,0,-5,AHL,4,Grand Rapids Griffins,0
2004-05,35,6,8,11,0,QNAHL,17,Thetford Mines Prolab,17
