assists,year,games_played,points,goals,team,age,pim,plus_minus,league
27,1987-88,29,38,11,Albany Academy Cadets,15,0,0,High-NY
40,1988-89,29,76,36,Albany Academy Cadets,16,0,0,High-NY
53,1989-90,29,85,32,Albany Academy Cadets,17,0,0,High-NY
61,1990-91,29,94,33,Albany Academy Cadets,18,0,0,High-NY
24,1991-92,35,41,17,Providence College,19,47,0,H-East
21,1992-93,35,32,11,Providence College,20,62,0,H-East
33,1993-94,66,56,23,Fredericton Canadiens,21,51,0,AHL
47,1994-95,64,68,21,Fredericton Canadiens,22,82,0,AHL
28,1995-96,68,50,22,Worcester IceCats,23,47,0,AHL
33,1996-97,59,59,26,Philadelphia Phantoms,24,24,0,AHL
45,1997-98,77,87,42,Philadelphia Phantoms,25,34,8,AHL
22,1998-99,81,54,32,Milwaukee Admirals,26,33,-11,IHL
2,2000-01,9,2,0,United States,28,2,-1,WC-A
55,2001-02,66,71,16,Quebec Citadelles,29,18,21,AHL
51,2002-03,76,74,23,Albany River Rats,30,42,-12,AHL
48,2003-04,77,69,21,Albany River Rats,31,44,-15,AHL
26,2004-05,70,34,8,Springfield Falcons,32,28,-5,AHL
36,2005-06,80,51,15,Manitoba Moose,33,44,3,AHL
34,2006-07,52,51,17,Augsburger Panther,34,56,0,Germany
30,2007-08,45,43,13,Innsbrucker EV,35,34,0,Austria
