year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1921-22,15,0,6,2,0,OCHL,12,University of Ottawa,2
1923-24,17,4,0,0,0,NOHA,6,North Bay Trappers,4
1924-25,18,14,24,6,0,OHA-Sr.,18,London AAA,20
1925-26,19,18,23,7,0,OHA-Sr.,19,London Ravens,25
1926-27,20,7,27,2,0,Can-Pro,30,London Panthers,9
1927-28,21,10,57,4,0,Can-Pro,19,Toronto Falcons,14
1932-33,26,6,16,1,0,AHA,14,St. Paul/Tulsa,7
1932-33,26,12,43,14,0,Can-Am,26,Quebec Castors,26
1933-34,27,11,30,17,0,Can-Am,40,Quebec Castors,28
1934-35,28,20,49,23,0,Can-Am,50,2 Teams,43
1934-35,28,13,30,10,0,Can-Am,31,Quebec Castors,23
1934-35,28,7,19,13,0,Can-Am,19,Providence Reds,20
1935-36,29,5,26,14,0,Can-Am,45,Providence Reds,19
1936-37,30,3,17,16,0,IAHL,40,Providence Reds,19
1938-39,32,2,2,6,0,OCHL,5,Hull Volants,8
1939-40,33,13,12,8,0,OCHL,15,Ottawa Camerons,21
1940-41,34,5,6,9,0,OCHL,18,Ottawa Montagnards,14
1941-42,35,0,0,0,0,OCHL,1,Ottawa Montagnards,0
