assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Flin Flon Bombers,0,1964-65,1,0,2,17,0,SJHL
14,Flin Flon Bombers,5,1966-67,14,19,90,19,0,CMJHL
2,Flin Flon Bombers,1,1966-67,6,3,48,19,0,M-Cup
2,Port Arthur Marrs,0,1966-67,5,2,23,19,0,M-Cup
7,Flin Flon Bombers,1,1967-68,15,8,43,20,0,WCJHL
1,Baltimore Clippers,0,1968-69,4,1,23,21,0,AHL
4,Fort Worth Wings,0,1969-70,7,4,26,22,0,CHL
