assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,London Knights,9,1973-74,70,23,19,17,0,OHA-Jr.
24,London Knights,17,1974-75,68,41,108,18,0,OMJHL
23,London Knights,24,1975-76,53,47,37,19,0,OMJHL
53,London Knights,39,1976-77,65,92,40,20,0,OMJHL
4,Binghamton Dusters,4,1977-78,31,8,19,21,0,AHL
15,Grand Rapids Owls,7,1977-78,22,22,12,21,0,IHL
24,Binghamton Dusters,25,1978-79,66,49,34,22,0,AHL
19,Syracuse Firebirds,16,1979-80,50,35,33,23,0,AHL
18,Binghamton Whalers,16,1980-81,28,34,31,24,0,AHL
17,Erie Blades,27,1981-82,57,44,51,25,0,AHL
10,Baltimore Skipjacks,32,1982-83,45,42,36,26,0,AHL
45,Baltimore Skipjacks,34,1983-84,66,79,54,27,0,AHL
6,Baltimore Skipjacks,5,1984-85,16,11,24,28,0,AHL
0,Muskegon Mohawks,0,1984-85,1,0,0,28,0,IHL
4,Zurcher SC,17,1984-85,14,21,0,28,0,Swiss-2
