power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,5,0,0,NHL,1946-47,20,0,BOS,,0,8,0,0,0,,,0,0
0,5,0,0,NHL,1947-48,21,0,BOS,,0,12,0,0,0,,,0,0
0,5,1,0,NHL,1948-49,22,0,BOS,,1,8,0,0,0,,,0,0
0,9,1,0,NHL,1950-51,24,1,TOR,,0,8,0,0,0,,SC,0,0
0,4,2,0,NHL,1951-52,25,0,TOR,,2,18,0,0,0,,,0,0
0,2,0,0,NHL,1953-54,27,0,TOR,,0,0,0,0,0,,,0,0
0,4,1,0,NHL,1954-55,28,1,BOS,,0,2,0,0,0,,,0,0
0,0,3,0,NHL,1956-57,30,0,BOS,,3,19,0,0,0,,,0,0
0,0,4,0,NHL,1957-58,31,2,BOS,,2,10,0,0,0,,,0,0
0,7,0,0,NHL,1958-59,32,0,BOS,,0,8,0,0,0,,,0,0
