pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Regina Abbotts,0,0,0,S-SJHL,1,1942-43,16,0
43,2 Teams,16,0,33,EAHL,43,1943-44,17,17
31,Boston Olympics,7,0,19,EAHL,32,1943-44,17,12
12,Brooklyn Crescents,9,0,14,EAHL,11,1943-44,17,5
75,Boston Olympics,27,0,43,EAHL,46,1944-45,18,16
80,Boston Olympics,23,0,34,EAHL,45,1945-46,19,11
64,Hershey Bears,8,0,12,AHL,38,1946-47,20,4
24,Pittsburgh Hornets,6,0,7,AHL,11,1950-51,24,1
95,Providence Reds,33,0,36,AHL,65,1961-62,35,3
65,Providence Reds,17,0,21,AHL,68,1962-63,36,4
21,Providence Reds,5,0,6,AHL,22,1963-64,37,1
