assists,team,goals,year,games_played,points,pim,age,plus_minus,league
39,Thunder Bay Hurricanes,11,1973-74,59,50,34,17,0,MWJHL
33,Sault Ste. Marie Greyhounds,18,1974-75,70,51,59,18,0,OMJHL
51,Sault Ste. Marie Greyhounds,17,1975-76,63,68,84,19,0,OMJHL
0,Fort Worth Texans,0,1976-77,2,0,5,20,0,CHL
45,Muskegon Mohawks,16,1976-77,77,61,38,20,0,IHL
35,Fort Worth Texans,14,1977-78,76,49,87,21,0,CHL
48,Fort Worth Texans,17,1978-79,74,65,71,22,0,CHL
32,Indianapolis Checkers,4,1979-80,64,36,43,23,0,CHL
48,Indianapolis Checkers,10,1980-81,70,58,103,24,0,CHL
49,Indianapolis Checkers,17,1981-82,79,66,86,25,0,CHL
10,Zurcher SC,16,1982-83,27,26,40,26,0,Swiss-2
40,Maine Mariners,11,1983-84,72,51,31,27,0,AHL
18,Maine Mariners,1,1984-85,68,19,46,28,0,AHL
