average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,15,0,0,NHL,23,0,15,0,0,0,0,0,0,1961-62,BOS,8,7,[],0,,42
,0,0,0,NHL,25,0,6,0,0,0,0,0,0,1963-64,MTL,0,0,[],0,,4
,28,0,0,NHL,29,14,22,-3,113,9,3,0,2,1967-68,LAK,12,16,[],10.6,,65
,4,1,0,NHL,30,0,4,0,19,2,2,0,0,1968-69,STL,4,0,[],21.1,,8
,7,2,0,NHL,31,4,17,2,63,2,0,0,1,1969-70,STL,2,5,[],3.2,,28
