game_winning_goals,takeaways,plus_minus,shots,faceoff_loses,shorthanded_assists,games_played,assists,faceoff_wins,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,pim,league,shotsPercentage,power_play_assists,hits,faceoff_percentage,blocks,age,total_shots,average_ice_time,awards,points,giveaways,even_strength_goals,total_ice_time,team
1,4,-1,59,5,0,52,1,4,2008-09,1,0,4,0,150,NHL,6.8,0,116,44.4,15,22,90,8:53,[],5,2,4,462,CBJ
0,5,6,57,24,0,51,10,9,2009-10,9,0,4,0,105,NHL,7.0,1,102,27.3,24,23,91,10:53,[],14,2,4,555,CBJ
0,25,-15,112,32,3,76,13,19,2010-11,10,0,4,0,184,NHL,3.6,0,195,37.3,37,24,195,13:13,[],17,7,4,1004,CBJ
1,36,-11,137,14,0,77,8,14,2011-12,7,1,12,2,0,NHL,8.8,1,199,50.0,40,25,207,14:42,[],20,12,9,1131,CBJ
0,5,-11,38,10,0,24,6,13,2012-13,6,0,3,0,53,NHL,7.9,0,55,56.5,10,26,58,15:59,[],9,1,3,384,CBJ
0,12,-1,67,3,0,51,4,0,2013-14,4,0,4,0,128,NHL,6.0,0,102,0.0,27,27,108,11:02,[],8,8,4,562,NYR
3,18,4,89,9,0,79,18,7,2014-15,18,2,7,0,175,NHL,7.9,0,166,43.8,37,28,166,12:03,[],25,12,5,952,VAN
0,11,-13,91,7,1,71,11,3,2015-16,10,0,5,0,0,NHL,5.5,0,127,30.0,44,29,147,12:35,[],16,14,5,894,VAN
0,2,-6,24,0,0,14,3,1,2016-17,3,0,1,0,33,NHL,4.2,0,35,100.0,6,30,33,9:56,[],4,1,1,139,VAN
