game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0.0,-1,7,0,22,28,3,0,2008-09,0,0,0,0,CBJ,,2,9,NHL
0,0.0,-5,13,0,26,118,11,1,2012-13,1,0,0,0,NYR,,28,27,NHL
0,0.0,-2,20,0,27,218,23,1,2013-14,1,0,0,0,NYR,,19,43,NHL
0,0.0,-3,5,0,28,76,6,0,2014-15,0,0,0,0,VAN,,20,12,NHL
