pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Toronto Red Wings,20,0,34,MTHL,25,1988-89,15,14
0,Toronto Red Wings,47,0,89,MTHL,40,1989-90,16,42
34,Wexford Raiders,44,0,78,ON-Jr.B,44,1990-91,17,34
8,Michigan State Spartans,9,0,13,CCHA,33,1991-92,18,4
6,Michigan State Spartans,35,0,54,CCHA,39,1992-93,19,19
16,Michigan State Spartans,46,0,69,CCHA,41,1993-94,20,23
16,Michigan State Spartans,35,0,51,CCHA,40,1994-95,21,16
28,P.E.I. Senators,48,0,80,AHL,72,1995-96,22,32
10,Kentucky Thoroughblades,22,0,44,AHL,34,1996-97,23,22
45,Kentucky Thoroughblades,63,15,100,AHL,69,1997-98,24,37
33,Kentucky Thoroughblades,47,33,76,AHL,53,1998-99,25,29
27,Albany River Rats,35,0,60,AHL,68,2001-02,28,25
4,Albany River Rats,17,-2,28,AHL,22,2002-03,29,11
0,Albany River Rats,3,4,5,AHL,7,2003-04,30,2
4,Kloten Flyers,9,0,13,Swiss,12,2004-05,31,4
22,Hannover Scorpions,14,0,25,Germany,36,2005-06,32,11
44,HIFK Helsinki,45,0,56,Finland,49,2006-07,33,11
40,HIFK Helsinki,25,0,39,Finland,50,2007-08,34,14
