year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,25,0,42,1,0,IHL,18,Long Beach Ice Dogs,1
1997-98,26,0,57,2,0,IHL,17,Long Beach Ice Dogs,2
1998-99,27,0,12,1,0,IHL,8,Long Beach Ice Dogs,1
1999-00,28,0,16,0,0,IHL,6,Long Beach Ice Dogs,0
2000-01,29,0,15,0,0,IHL,4,Cleveland Lumberjacks,0
2001-02,30,1,33,1,0,AHL,14,Houston Aeros,2
