age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0,0,1,0,NHL,0,0,1954-55,0,0,1,,0,2,,MTL,2
23,SC,0,0,0,0,NHL,0,0,1955-56,0,0,1,,0,0,,MTL,1
24,SC,0,0,3,0,NHL,0,0,1956-57,0,0,1,,0,2,,MTL,4
25,SC,0,0,2,0,NHL,10,0,1957-58,0,0,0,,0,4,,MTL,2
26,SC,0,0,2,0,NHL,11,0,1958-59,0,0,0,,0,2,,MTL,2
27,SC,15.4,0,2,5,NHL,8,0,1959-60,0,13,2,,0,0,,MTL,4
28,,0.0,0,2,1,NHL,6,0,1960-61,0,14,0,,0,0,,MTL,2
29,,0.0,0,1,-2,NHL,6,0,1961-62,0,9,0,,0,2,,MTL,1
30,,0.0,0,0,-5,NHL,5,0,1962-63,0,6,0,,0,0,,MTL,0
34,,0.0,0,1,-4,NHL,4,0,1966-67,0,15,0,,0,2,,NYR,1
35,,20.0,2,1,-2,NHL,6,0,1967-68,1,10,2,,0,0,,NYR,3
36,,10.0,1,0,-2,NHL,4,0,1968-69,0,10,1,,0,0,,NYR,1
37,,0,0,0,0,NHL,1,0,1969-70,0,0,0,,0,0,,NYR,0
39,,0,0,0,0,NHL,1,0,1971-72,0,0,0,,0,0,,TOR,0
