age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,14.3,1,0,1,NHL,11,0,1969-70,0,7,1,,0,4,,BOS,1
23,,0.0,0,1,-2,NHL,6,0,1970-71,0,13,0,,0,4,,STL,1
25,,0.0,0,3,-3,NHL,6,0,1972-73,0,16,0,,0,2,,BUF,3
27,,21.4,6,4,-2,NHL,16,0,1974-75,2,28,6,,0,6,,BUF,10
28,,5.0,1,2,-2,NHL,9,0,1975-76,0,20,1,,0,6,,BUF,3
29,,36.4,4,0,1,NHL,6,0,1976-77,0,11,4,,0,8,,BUF,4
