shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
4.8,1968-69,28,16,,0,62,0,3,-24,16,PHI,3,27,0,NHL,0,,67,19,[],0
2.9,1969-70,28,9,,0,34,0,1,-4,9,PHI,1,28,0,NHL,0,,53,10,[],0
2.0,1970-71,34,10,,0,51,1,1,-18,11,PHI,1,29,1,NHL,0,,70,12,[],0
0.0,1971-72,0,1,,0,2,0,0,-5,1,PHI,0,30,0,NHL,0,,6,1,[],0
0,1972-73,65,0,,0,0,0,4,0,26,HSA,4,31,0,WHA,0,,68,30,[],0
0,1973-74,39,0,,0,0,0,2,0,14,HSA,2,32,0,WHA,0,,69,16,[],0
3.9,1974-75,40,0,,0,51,0,2,35,18,HSA,2,33,0,WHA,0,,76,20,[],0
4.1,1975-76,30,0,,0,49,0,2,7,12,HSA,2,34,1,WHA,0,,77,14,[],0
0.0,1976-77,18,0,,0,45,0,0,9,14,HSA,0,35,0,WHA,0,,67,14,[],0
12.5,1977-78,22,0,,0,16,0,2,4,11,HSA,2,36,0,WHA,0,,56,13,[],0
