assists,year,games_played,points,goals,team,age,pim,plus_minus,league
27,2000-01,46,43,16,Laval-Laurentides,15,74,0,QAAA
14,2001-02,67,21,7,Hull Olympiques,16,59,-4,QMJHL
34,2002-03,68,56,22,Hull Olympiques,17,89,4,QMJHL
37,2003-04,60,55,18,Gatineau Olympiques,18,77,23,QMJHL
50,2004-05,62,84,34,Rouyn-Noranda Huskies,19,60,25,QMJHL
76,2005-06,56,108,32,Moncton Wildcats,20,52,42,QMJHL
11,2006-07,51,22,11,Syracuse Crunch,21,18,6,AHL
2,2006-07,8,5,3,Dayton Bombers,21,8,-1,ECHL
7,2007-08,46,19,12,2 Teams,22,14,-2,AHL
4,2007-08,29,11,7,Syracuse Crunch,22,2,0,AHL
3,2007-08,17,8,5,Lake Erie Monsters,22,12,-2,AHL
29,2008-09,67,46,17,Lake Erie Monsters,23,42,11,AHL
19,2009-10,68,35,16,Lake Erie Monsters,24,47,3,AHL
16,2011-12,42,31,15,Toronto Marlies,26,8,12,AHL
9,2012-13,34,11,2,Wilkes-Barre Penguins,27,14,-7,AHL
