assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,2000-01,8,6,1,Laval-Laurentides,15,30,0,QAAA
5,2001-02,12,11,6,Hull Olympiques,16,14,0,QMJHL
4,2002-03,20,6,2,Hull Olympiques,17,22,-6,QMJHL
3,2002-03,5,3,0,Hull Olympiques,17,12,0,M-Cup
10,2003-04,15,16,6,Gatineau Olympiques,18,14,8,QMJHL
2,2003-04,5,3,1,Gatineau Olympiques,18,6,0,M-Cup
3,2004-05,10,8,5,Rouyn-Noranda Huskies,19,8,-1,QMJHL
18,2005-06,19,32,14,Moncton Wildcats,20,14,15,QMJHL
5,2005-06,5,7,2,Moncton Wildcats,20,4,0,M-Cup
9,2006-07,19,15,6,Dayton Bombers,21,28,-3,ECHL
10,2011-12,17,14,4,Toronto Marlies,26,20,6,AHL
