pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Galt Red Wings,2,0,3,OHA-Jr.,4,1943-44,18,1
10,Boston Olympics,8,0,16,EAHL,12,1945-46,20,8
0,Hershey Bears,0,0,2,AHL,11,1946-47,21,2
2,Buffalo Bisons,0,0,2,AHL,3,1953-54,28,2
6,Buffalo Bisons,6,0,11,AHL,10,1954-55,29,5
2,Buffalo Bisons,1,0,2,AHL,5,1955-56,30,1
8,Whitby Dunlops,5,0,8,OHA-Sr.,9,1958-59,33,3
8,Whitby Dunlops,5,0,8,Al-Cup,12,1958-59,33,3
12,Whitby Dunlops,3,0,11,OHA-Sr.,10,1959-60,34,8
4,Clinton Comets,3,0,5,EHL,6,1961-62,36,2
16,Clinton Comets,22,0,31,EHL,13,1962-63,37,9
34,Clinton Comets,11,0,23,EHL,15,1963-64,38,12
2,Clinton Comets,6,0,14,EHL,11,1964-65,39,8
4,Clinton Comets,4,0,6,EHL,9,1966-67,41,2
