average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,20,2,13,0,13,1,0,0,0,1980-81,TOR,1,2,[],7.7,,14
,11,0,0,NHL,21,6,29,-6,66,4,1,0,0,1981-82,TOR,5,6,[],7.6,,38
,11,0,0,NHL,22,4,44,-7,77,6,0,0,1,1982-83,TOR,6,5,[],7.8,,63
,32,3,1,NHL,23,21,90,-6,96,9,0,0,1,1983-84,TOR,10,22,[],10.4,,0
,25,0,0,NHL,24,12,38,-22,148,12,0,1,0,1984-85,TOR,12,13,[],8.1,,73
,55,4,3,NHL,25,23,51,12,161,20,3,2,4,1985-86,HAR,26,29,"[{'link': '/awards/voting-1986.html#selke', 'name': 'Selke-17'}]",16.1,,76
,41,4,2,NHL,26,15,28,10,162,15,3,1,5,1986-87,HAR,20,21,"[{'link': '/awards/voting-1987.html#selke', 'name': 'Selke-32'}]",12.3,,79
,21,1,3,NHL,27,7,59,-17,125,6,2,1,2,1987-88,HAR,11,10,[],8.8,,56
,26,0,1,NHL,28,14,34,3,129,7,0,3,1,1988-89,MNS,8,18,"[{'link': '/awards/voting-1989.html#selke', 'name': 'Selke-11'}]",6.2,,73
,25,1,3,NHL,29,12,76,9,146,9,0,1,0,1989-90,MNS,12,13,"[{'link': '/awards/voting-1990.html#selke', 'name': 'Selke-29'}]",8.2,,0
,8,0,1,NHL,30,4,36,-3,56,3,0,0,0,1990-91,MNS,4,4,[],7.1,,38
,9,1,1,NHL,31,3,27,0,49,4,0,1,0,1991-92,MNS,5,4,[],10.2,,35
,18,0,0,NHL,32,6,59,-4,114,10,0,2,0,1992-93,MNS,10,8,[],8.8,,63
