league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,3,0,18,0,1,0,,CBH,[],0,0,1,0,0,0,1958-59,,0,4,0,0
NHL,67,0,19,0,26,0,,CBH,"[{'link': '/awards/voting-1960.html#calder', 'name': 'Calder-4'}]",0,0,18,0,8,0,1959-60,,0,119,0,0
NHL,66,0,20,0,53,0,,CBH,[],0,0,34,0,19,0,1960-61,,0,100,0,0
NHL,0,0,21,0,77,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1962', 'name': None}]",0,0,52,0,25,0,1961-62,,0,97,0,0
NHL,65,0,22,0,76,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1963', 'name': None}, {'link': '/awards/voting-1963.html#hart', 'name': 'Hart-2'}]",0,0,45,0,31,0,1962-63,,0,69,0,0
NHL,70,7,23,0,0,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1964', 'name': None}, {'link': '/awards/voting-1964.html#hart', 'name': 'Hart-5'}, {'link': '/awards/ross.html#1964', 'name': None}]",0,24,50,0,39,1,1963-64,,0,146,0,0
NHL,0,6,24,0,0,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1965', 'name': None}, {'link': '/awards/ross.html#1965', 'name': None}]",0,20,0,0,28,0,1964-65,,8,154,0,0
NHL,68,1,25,0,78,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1966', 'name': None}]",0,18,0,0,30,1,1965-66,,11,58,0,0
NHL,0,5,26,0,0,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1967', 'name': None}, {'link': '/awards/byng.html#1967', 'name': None}, {'link': '/awards/hart.html#1967', 'name': None}, {'link': '/awards/ross.html#1967', 'name': None}]",0,26,0,0,35,1,1966-67,,8,12,0,0
NHL,72,0,27,303,0,14,,CBH,"[{'link': '/awards/nhl_all_star.html#1968', 'name': None}, {'link': '/awards/byng.html#1968', 'name': None}, {'link': '/awards/hart.html#1968', 'name': None}, {'link': '/awards/ross.html#1968', 'name': None}]",13.2,25,47,-3,40,2,1967-68,,13,14,0,33
NHL,74,2,28,299,97,23,,CBH,[],10.0,20,67,17,30,3,1968-69,,7,52,0,44
NHL,0,0,29,352,86,20,,CBH,"[{'link': '/awards/nhl_all_star.html#1970', 'name': None}, {'link': '/awards/voting-1970.html#hart', 'name': 'Hart-4'}]",11.1,0,47,29,39,0,1969-70,,7,50,3,24
NHL,74,4,30,220,72,15,,CBH,[],10.9,17,48,21,24,0,1970-71,,7,85,0,33
NHL,74,6,31,185,65,11,,CBH,[],14.1,21,39,16,26,0,1971-72,,5,46,1,27
NHL,57,5,32,177,83,16,,CBH,"[{'link': '/awards/voting-1973.html#hart', 'name': 'Hart-7'}]",15.3,19,56,31,27,1,1972-73,,7,32,0,40
NHL,76,1,33,171,80,13,,CBH,"[{'link': '/awards/voting-1974.html#hart', 'name': 'Hart-6'}]",17.5,22,50,24,30,2,1973-74,,6,46,0,37
NHL,79,6,34,253,86,18,,CBH,"[{'link': '/awards/voting-1975.html#AS', 'name': 'AS-6'}]",14.2,24,50,14,36,0,1974-75,,12,48,0,32
NHL,48,1,35,159,57,19,,CBH,[],10.1,10,41,-4,16,0,1975-76,,6,37,1,21
NHL,57,4,36,128,49,11,,CBH,[],14.8,12,30,-9,19,1,1976-77,,6,20,0,19
NHL,76,2,37,202,59,10,,CBH,[],8.9,12,41,18,18,0,1977-78,,6,35,0,31
NHL,65,1,38,147,55,11,,CBH,[],12.9,15,36,3,19,0,1978-79,,4,34,0,25
NHL,17,0,39,28,7,0,,CBH,[],7.1,2,5,2,2,0,1979-80,,0,12,0,5
