average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
14:12,220,21,3,0,53,NHL,22,10,0,16,15,90,0,5,0,1,0,5,19,2009-10,NSH,6,55,15,22,6.7,866,61,"[{'link': '/awards/voting-2010.html#calder', 'name': 'Calder-11'}]"
15:11,304,29,2,0,52,NHL,23,17,0,30,10,156,0,6,0,2,0,4,29,2010-11,NSH,8,81,21,39,5.1,1214,80,[]
16:11,173,21,0,0,53,NHL,24,11,0,22,-1,65,0,3,0,2,0,5,20,2011-12,TOR,5,102,16,45,7.7,923,57,[]
18:47,136,29,0,0,59,NHL,25,15,0,8,4,70,0,1,0,3,0,10,21,2012-13,TOR,4,124,25,40,5.7,845,45,"[{'link': '/awards/voting-2013.html#AS', 'name': 'AS-28'}, {'link': '/awards/voting-2013.html#byng', 'name': 'Byng-25'}]"
20:42,271,33,0,0,111,NHL,26,11,0,30,-20,115,0,4,0,1,0,17,50,2013-14,TOR,5,282,28,68,4.3,1635,79,[]
19:38,252,36,0,0,132,NHL,27,17,0,28,-7,127,0,2,0,5,0,12,46,2014-15,TOT,7,177,29,69,5.5,1531,78,[]
21:23,187,32,0,0,109,NHL,27,15,0,26,-7,92,0,2,0,4,0,11,36,2014-15,TOR,6,153,26,54,6.5,1176,55,[]
15:25,65,4,0,0,23,NHL,27,2,0,2,0,35,0,0,0,1,0,1,10,2014-15,NSH,1,24,3,15,2.9,355,23,[]
16:50,189,17,1,0,56,NHL,28,7,0,26,-5,92,0,3,0,1,0,6,14,2015-16,BUF,4,61,13,31,4.3,993,59,[]
18:29,200,19,0,0,68,NHL,29,15,0,34,-5,93,0,2,0,1,0,1,14,2016-17,BUF,3,87,16,30,3.2,1257,68,[]
