assists,team,goals,year,games_played,points,pim,age,plus_minus,league
24,Markham Waxers,27,2005-06,30,51,22,15,0,Minor-ON
23,Brampton Battalion,23,2006-07,63,46,24,16,-21,OHL
45,Brampton Battalion,40,2007-08,68,85,36,17,15,OHL
10,Canada,2,2007-08,7,12,8,17,2,WJ18-A
49,Brampton Battalion,43,2008-09,53,92,33,18,41,OHL
11,Canada,5,2008-09,6,16,2,18,8,WJC-A
12,Brampton Battalion,8,2009-10,13,20,9,19,6,OHL
13,Manitoba Moose,17,2010-11,52,30,14,20,-12,AHL
14,Rochester Americans,5,2012-13,19,19,10,22,-3,AHL
2,Canada,6,2013-14,8,8,4,23,3,WC
