league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,70,2,20,165,40,2,,MNS,[],13.9,20,17,-5,23,0,1978-79,,3,29,0,15
NHL,80,2,21,233,85,13,,MNS,"[{'link': '/awards/voting-1980.html#AS', 'name': 'AS-3'}]",18.0,26,43,37,42,0,1979-80,,16,40,0,30
NHL,76,2,22,243,58,8,,MNS,[],12.3,19,28,14,30,0,1980-81,,11,88,0,20
NHL,74,3,23,239,78,13,,MNS,[],13.8,22,45,20,33,0,1981-82,,11,76,0,32
NHL,0,2,24,199,69,15,,MNS,[],15.1,15,39,-9,30,1,1982-83,,14,53,0,24
NHL,78,2,25,174,59,10,,MNS,[],16.1,21,31,-2,28,0,1983-84,,7,49,0,21
NHL,76,4,26,224,51,6,,MNS,[],12.9,15,22,-14,29,0,1984-85,,14,61,0,16
NHL,22,2,27,60,12,2,,MNS,[],13.3,5,4,0,8,0,1985-86,,3,8,0,2
NHL,48,0,28,67,10,0,,MNS,[],6.0,4,6,-12,4,0,1986-87,,0,19,0,6
NHL,9,0,29,15,4,2,,MNS,[],6.7,1,3,-1,1,0,1987-88,,0,12,0,1
