giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
22,NHL,82,4,19,10,310,191,72,16,21,1506,CHI,49,61.5,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-9'}, {'link': '/awards/calder.html#2008', 'name': None}]",11.0,14,51,-5,21,16,0,2007-08,7,18:22,7,52,0,30
32,NHL,80,4,20,18,385,254,70,19,22,1493,CHI,23,41.9,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-18'}, {'link': '/awards/voting-2009.html#byng', 'name': 'Byng-55'}]",9.8,12,45,-2,25,13,0,2008-09,9,18:40,13,42,0,23
41,NHL,82,6,21,13,474,261,88,17,20,1574,CHI,51,40.9,"[{'link': '/awards/nhl_all_star.html#2010', 'name': None}, {'link': '/awards/voting-2010.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2010.html#byng', 'name': 'Byng-12'}, {'link': '/awards/voting-2010.html#hart', 'name': 'Hart-7'}]",11.5,21,58,16,30,9,0,2009-10,17,19:12,9,20,1,37
40,NHL,73,2,22,12,378,216,73,17,19,1408,CHI,55,14.3,"[{'link': '/awards/voting-2011.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2011.html#byng', 'name': 'Byng-26'}]",12.5,22,46,7,27,2,0,2010-11,17,19:17,5,28,0,27
32,NHL,82,5,23,329,447,253,66,19,8,1656,CHI,77,42.2,[],9.1,19,43,7,23,240,0,2011-12,27,20:12,4,40,0,35
25,NHL,47,3,24,8,237,138,55,11,9,943,CHI,36,20.0,"[{'link': '/awards/voting-2013.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2013.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2013.html#byng', 'name': 'Byng-2'}, {'link': '/awards/voting-2013.html#hart', 'name': 'Hart-6'}, {'link': '/awards/voting-2013.html#selke', 'name': 'Selke-25'}, {'link': '/awards/smythe.html#2013', 'name': None}]",16.7,15,32,11,23,2,0,2012-13,9,20:03,8,8,0,23
23,NHL,69,6,25,4,402,227,69,16,15,1353,CHI,44,50.0,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-14'}, {'link': '/awards/voting-2014.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2014.html#byng', 'name': 'Byng-14'}]",12.8,19,40,7,29,4,0,2013-14,15,19:37,10,22,0,25
30,NHL,61,5,26,4,323,186,64,22,16,1211,CHI,36,42.9,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2015.html#byng', 'name': 'Byng-10'}]",14.5,21,37,10,27,3,0,2014-15,14,19:51,6,10,0,21
37,NHL,82,9,27,40,461,287,0,37,20,1674,CHI,34,21.6,"[{'link': '/awards/nhl_all_star.html#2016', 'name': None}, {'link': '/awards/voting-2016.html#byng', 'name': 'Byng-18'}, {'link': '/awards/hart.html#2016', 'name': None}, {'link': '/awards/pearson.html#2016', 'name': None}, {'link': '/awards/ross.html#2016', 'name': None}]",16.0,29,60,17,46,11,0,2015-16,21,20:25,17,30,0,40
42,NHL,0,5,28,44,491,292,89,28,16,1754,CHI,49,13.7,"[{'link': '/awards/nhl_all_star.html#2017', 'name': None}, {'link': '/awards/voting-2017.html#hart', 'name': 'Hart-6'}]",11.6,27,55,11,34,7,0,2016-17,15,21:24,7,32,0,39
