shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,won,bad_start,team
0,0,0,0,60,1,0,1974-75,0,0,4.00,NHL,0,4,0,0,1,0,0,21,0,0,0,,0,STL
0,0,0,0,122,2,0,1977-78,0,1,3.44,NHL,0,7,0,0,1,0,0,24,0,0,0,,0,NYR
0,0,0,0,0,0,0,1978-79,0,11,2.28,NHL,0,0,0,0,0,0,0,25,6,0,0,,0,NYR
0,0,0,0,541,9,0,1979-80,0,4,2.33,NHL,0,21,0,0,5,0,0,26,0,0,0,,0,NYR
0,0,0,0,33,1,0,1981-82,0,0,5.45,NHL,0,3,0,0,0,0,0,28,0,0,0,,0,NYR
