year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1941-42,19,10,8,0,0,MJHL,6,St. James Canadians,10
1942-43,20,1,2,0,0,WsrNDL,3,Windsor Army,1
1943-44,21,5,0,8,0,EAHL,11,New York Rovers,13
1944-45,22,4,0,9,0,EAHL,12,New York Rovers,13
1945-46,23,0,0,1,0,IHL,2,Wdsr. Gotfredson,1
1947-48,25,0,4,1,0,IHL,2,Detroit Bright\'s Goodyears,1
