age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,0,0,0,0,NHL,1,0,1981-82,0,0,0,,0,0,,QUE,0
19,,10.0,0,0,-3,NHL,4,0,1982-83,1,10,1,,1,4,,QUE,1
20,,11.1,1,0,-2,NHL,9,0,1983-84,0,9,1,,0,45,,QUE,1
21,,6.3,1,2,3,NHL,18,0,1984-85,0,32,2,,1,40,,QUE,4
22,,0.0,0,0,-1,NHL,3,0,1985-86,0,4,0,,0,26,,QUE,0
23,,6.7,1,4,5,NHL,13,0,1986-87,0,15,1,,0,23,,QUE,5
26,,6.3,1,6,1,NHL,10,0,1989-90,0,16,1,,0,32,,NYR,7
27,,0.0,0,2,2,NHL,6,0,1990-91,0,11,0,,0,11,,NYR,2
28,,0.0,0,0,0,NHL,7,0,1991-92,0,8,0,,0,8,,BUF,0
30,,0.0,0,2,2,NHL,7,0,1993-94,0,12,0,,0,8,,BUF,2
