assists,year,games_played,points,goals,team,age,pim,plus_minus,league
20,1993-94,44,47,27,Montreal-Bourassa,15,44,0,QAAA
7,1994-95,10,9,2,Montreal-Bourassa,16,12,0,QAAA
14,1994-95,48,19,5,Val-d\'Or Foreurs,16,22,-11,QMJHL
57,1995-96,66,105,48,Val-d\'Or Foreurs,17,109,34,QMJHL
64,1996-97,62,108,44,Val-d\'Or Foreurs,18,88,42,QMJHL
42,1997-98,55,99,57,Val-d\'Or Foreurs,19,63,39,QMJHL
0,1997-98,7,0,0,Canada,19,0,0,WJC-A
14,1998-99,50,46,32,Portland Pirates,20,39,-2,AHL
2,1999-00,7,7,5,Cleveland Lumberjacks,21,8,1,IHL
10,1999-00,13,17,7,Rochester Americans,21,18,5,AHL
1,2003-04,9,1,0,Canada,25,0,0,WC-A
2,2004-05,3,4,2,SC Bern,26,6,0,Swiss
23,2011-12,31,31,8,SC Bern,33,26,6,Swiss
