assists,year,games_played,points,goals,team,age,pim,plus_minus,league
44,1977-78,68,68,24,Cornwall Royals,17,74,0,QMJHL
55,1978-79,72,97,42,Cornwall Royals,18,85,0,QMJHL
62,1979-80,70,102,40,Cornwall Royals,19,82,0,QMJHL
60,1980-81,80,98,38,Nova Scotia Voyageurs,20,106,0,AHL
40,1981-82,61,65,25,Nova Scotia Voyageurs,21,75,0,AHL
0,1986-87,1,0,0,Newmarket Saints,26,4,0,AHL
32,1990-91,27,53,21,HC Ajoie,30,106,0,Swiss-2
9,1991-92,5,14,5,EHC Biel-Bienne,31,8,0,Swiss
16,1991-92,25,40,24,SC Lyss,31,58,0,Swiss-2
0,1991-92,7,2,2,ESV Kaufbeuren,31,14,0,Germany
31,1992-93,36,54,23,HC Thurgau,32,123,0,Swiss-2
26,1993-94,36,47,21,HC Thurgau,33,97,0,Swiss-2
42,1994-95,36,65,23,HC Thurgau,34,105,0,Swiss-2
40,1995-96,36,65,25,HC Thurgau,35,50,0,Swiss-2
24,1996-97,19,34,10,HC Thurgau,36,20,0,Swiss-2
